month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldpviews_per_property_mm,ldpviews_per_property_yy,ldpviews_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us
201612,7720,"bradley beach, nj",12887,5076,,,66.003976,54.86456262,77.14338966,89.5,,,,,-2.5,,,1.4286,670050,,,2.6811
201612,77665,"winnie, tx",11304,9644,,,42.488817,55.93315109,29.0444831,88.5,,,,,-3.5,,,0.6071,119950,,,0.4798
201612,77803,"bryan, tx",4819,1115,,,88.292122,96.81287276,79.77137177,45.5,,,,,-46.5,,,1.5,135050,,,0.5402
201612,77968,"inez, tx",16828,7052,,,55.622515,86.67992048,24.56510934,60.5,,,,,-31.5,,,0.5476,365050,,,1.4606
201612,77377,"tomball, tx",3250,8457,,,48.536904,78.21819085,18.8556163,69,,,,,-23,,,0.4643,325050,,,1.3005
201612,77003,"houston, tx",8661,8264,,,49.496769,93.13494036,5.85859841,52.5,,,,,-39.5,,,0.2857,343954.5,,,1.3762
201612,77627,"nederland, tx",5200,1170,,,87.791998,82.41799205,93.16600398,65,,,,,-27,,,2.2024,145050,,,0.5802
201612,77331,"coldspring, tx",11217,13360,,,20.520626,28.64686879,12.3943837,121.5,,,,,29.5,,,0.381,254875,,,1.0197
201612,77041,"houston, tx",3038,8709,,,47.266402,64.87326044,29.65954274,80.5,,,,,-11.5,,,0.6071,427450,,,1.7103
201612,77478,"sugar land, tx",4235,8468,,,48.490308,61.26988072,35.71073559,83.5,,,,,-8.5,,,0.6905,399950,,,1.6002
201612,77514,"anahuac, tx",15976,15027,,,10.030442,15.27708748,4.783797217,150.5,,,,,58.5,,,0.2738,162050,,,0.6483
201612,77002,"houston, tx",9531,7179,,,55.047838,90.53802187,19.55765408,56,,,,,-36,,,0.4762,385050,,,1.5406
201612,77057,"houston, tx",423,9070,,,45.355989,79.09418489,11.61779324,68,,,,,-24,,,0.369,314550,,,1.2585
201612,7722,"colts neck, nj",10372,5363,,,64.50671,47.29125249,81.722167,97,,,,,5,,,1.5595,1148050,,,4.5938
201612,77573,"league city, tx",68,6508,,,58.511431,80.23111332,36.7917495,67,,,,,-25,,,0.7024,330698.5,,,1.3231
201612,77365,"porter, tx",3605,9907,,,40.861083,67.28379722,14.43836978,78.5,,,,,-13.5,,,0.4048,282000,,,1.1283
201612,77859,"hearne, tx",11184,10180,,,39.236456,27.97589463,50.49701789,122.5,,,,,30.5,,,0.9167,199550,,,0.7983
201612,77027,"houston, tx",4812,9384,,,43.743787,73.14860835,14.3389662,73.5,,,,,-18.5,,,0.4048,805900,,,3.2247
201612,77905,"victoria, tx",7205,6103,,,60.639289,68.50149105,52.77708748,77.5,,,,,-14.5,,,0.9524,239950,,,0.96
201612,77520,"baytown, tx",2666,5759,,,62.394384,82.41799205,42.37077535,65,,,,,-27,,,0.7857,138800,,,0.5552
201612,77396,"humble, tx",1514,7254,,,54.696819,88.81709742,20.57654076,58,,,,,-34,,,0.4881,272045,,,1.0884
201612,77584,"pearland, tx",73,6105,,,60.623757,85.34418489,35.90333002,62,,,,,-30,,,0.6905,310050,,,1.2405
201612,7760,"rumson, nj",10373,5416,,,64.245775,45.70079523,82.79075547,98.5,,,,,6.5,,,1.5952,1375050,,,5.5022
201612,7730,"hazlet, nj",7411,3599,,,73.235586,64.22092445,82.25024851,81,,,,,-11,,,1.5833,319950,,,1.2801
201612,77378,"willis, tx",7734,10978,,,34.809891,52.77708748,16.84269384,91.5,,,,,-0.5,,,0.4405,198587.5,,,0.7945
201612,7732,"highlands, nj",11261,8718,,,47.229125,41.6500994,52.80815109,103,,,,,11,,,0.9524,349950,,,1.4002
201612,77082,"houston, tx",255,7891,,,51.438246,71.21645129,31.66003976,75,,,,,-17,,,0.631,347550,,,1.3906
201612,77028,"houston, tx",7327,6780,,,56.952038,87.53727634,26.3667992,59.5,,,,,-32.5,,,0.5714,79000,,,0.3159
201612,77426,"chappell hill, tx",17666,15443,,,6.9334,5.653578529,8.213220676,192,,,,,100,,,0.3333,589950,,,2.3605
201612,77630,"orange, tx",3921,6183,,,60.198186,52.77708748,67.61928429,91.5,,,,,-0.5,,,1.2024,183050,,,0.7323
201612,77474,"sealy, tx",8375,9140,,,45.020502,66.81784294,23.22316103,79,,,,,-13,,,0.5238,255050,,,1.0204
201612,77802,"bryan, tx",3794,2924,,,76.773733,76.6277336,76.91973161,70.5,,,,,-21.5,,,1.4167,229050,,,0.9164
201612,77565,"kemah, tx",10592,12335,,,26.66501,32.90258449,20.42743539,114.5,,,,,22.5,,,0.4881,499050,,,1.9968
201612,77808,"bryan, tx",8930,7456,,,53.708996,64.22092445,43.19706759,81,,,,,-11,,,0.7976,349950,,,1.4002
201612,77708,"beaumont, tx",8453,1205,,,87.506213,84.6110835,90.40134195,63,,,,,-29,,,1.9762,113000,,,0.452
201612,77546,"friendswood, tx",939,5683,,,62.776466,81.20029821,44.35263419,66,,,,,-26,,,0.8095,424950,,,1.7003
201612,77586,"seabrook, tx",4840,6315,,,59.51168,71.79423459,47.22912525,74.5,,,,,-17.5,,,0.8571,339550,,,1.3585
201612,7758,"port monmouth, nj",13891,7972,,,51.034418,53.84567594,48.22316103,90.5,,,,,-1.5,,,0.881,319050,,,1.2765
201612,77016,"houston, tx",4625,4723,,,67.765283,99.26689861,36.26366799,35.5,,,,,-56.5,,,0.7024,98500,,,0.394
201612,77084,"houston, tx",10,3538,,,73.508946,91.99801193,55.01988072,54,,,,,-38,,,0.9762,197050,,,0.7883
201612,77375,"tomball, tx",1291,9608,,,42.690731,69.11033797,16.27112326,77,,,,,-15,,,0.4286,332143,,,1.3289
201612,7734,"keansburg, nj",8679,8117,,,50.264041,59.68563618,40.84244533,85,,,,,-7,,,0.7619,122500,,,0.49
201612,77801,"bryan, tx",6394,4273,,,69.998757,97.70750497,42.29000994,43,,,,,-49,,,0.7857,89950,,,0.3597
201612,77642,"port arthur, tx",2529,7475,,,53.609592,44.33399602,62.88518887,100,,,,,8,,,1.119,103550,,,0.4142
201612,77364,"pointblank, tx",15062,13386,,,20.38084,35.13295229,5.628727634,111.5,,,,,19.5,,,0.2857,161300,,,0.6453
201612,77065,"houston, tx",1756,4417,,,69.268762,87.08996024,51.44756461,60,,,,,-32,,,0.9286,227050,,,0.9084
201612,77074,"houston, tx",2617,6440,,,58.850025,91.99801193,25.70203777,54,,,,,-38,,,0.5595,244500,,,0.9782
201612,77064,"houston, tx",1297,5133,,,65.687127,83.55492048,47.819334,64,,,,,-28,,,0.869,199050,,,0.7963
201612,77037,"houston, tx",8066,6295,,,59.629722,93.80591451,25.45352883,51.5,,,,,-40.5,,,0.5595,165050,,,0.6603
201612,77006,"houston, tx",2621,9360,,,43.874254,78.60337972,9.145129225,68.5,,,,,-23.5,,,0.3333,619500,,,2.4788
201612,77807,"bryan, tx",9923,11108,,,33.989811,35.58026839,32.39935388,111,,,,,19,,,0.6429,495050,,,1.9808
201612,77545,"fresno, tx",6435,3301,,,74.751491,99.58996024,49.91302187,32.5,,,,,-59.5,,,0.9048,220050,,,0.8804
201612,77879,"somerville, tx",11919,6116,,,60.583375,70.66351889,50.50323062,75.5,,,,,-16.5,,,0.9167,120050,,,0.4802
201612,77662,"vidor, tx",4182,10301,,,38.593439,21.59542744,55.59145129,134.5,,,,,42.5,,,0.9881,142550,,,0.5702
201612,77301,"conroe, tx",3837,7502,,,53.4667,90.8362326,16.097167,55.5,,,,,-36.5,,,0.4286,244950,,,0.98
201612,7702,"shrewsbury, nj",15301,4265,,,70.020502,67.89264414,72.14835984,78,,,,,-14,,,1.3095,649050,,,2.597
201612,77539,"dickinson, tx",1433,6643,,,57.753479,75.4473161,40.05964215,71.5,,,,,-20.5,,,0.75,230497,,,0.9222
201612,77568,"la marque, tx",7524,8212,,,49.767023,85.34418489,14.18986083,62,,,,,-30,,,0.4048,200045,,,0.8003
201612,77554,"galveston, tx",9273,11413,,,32.107356,34.32529821,29.88941352,112.5,,,,,20.5,,,0.6071,369950,,,1.4802
201612,77053,"houston, tx",4918,5358,,,64.516029,69.11033797,59.92171968,77,,,,,-15,,,1.0714,125000,,,0.5
201612,77077,"houston, tx",104,7770,,,52.028454,84.17619284,19.88071571,63.5,,,,,-28.5,,,0.4762,358550,,,1.4346
201612,77038,"houston, tx",5661,2410,,,79.684394,95.33424453,64.03454274,49,,,,,-43,,,1.1429,138050,,,0.5522
201612,77093,"houston, tx",2735,9250,,,44.417868,50.08076541,38.75497018,94,,,,,2,,,0.7381,137000,,,0.548
201612,77056,"houston, tx",2956,12680,,,24.543365,39.91053678,9.176192843,105,,,,,13,,,0.3333,675050,,,2.7011
201612,77059,"houston, tx",7567,7555,,,53.19334,72.40929423,33.97738569,74,,,,,-18,,,0.6667,399550,,,1.5986
201612,77494,"katy, tx",38,8739,,,47.073807,77.08126243,17.06635189,70,,,,,-22,,,0.4405,368500,,,1.4744
201612,77498,"sugar land, tx",1178,5758,,,62.413022,76.01888668,48.80715706,71,,,,,-21,,,0.881,312550,,,1.2505
201612,77532,"crosby, tx",4302,6586,,,58.12003,88.43812127,27.80193837,58.5,,,,,-33.5,,,0.5833,209050,,,0.8363
201612,77447,"hockley, tx",8657,8673,,,47.406188,85.76043738,9.05193837,61.5,,,,,-30.5,,,0.3333,278025,,,1.1123
201612,77072,"houston, tx",1038,2434,,,79.541501,97.40929423,61.67370775,44,,,,,-48,,,1.0952,145050,,,0.5802
201612,77094,"houston, tx",10433,9164,,,44.871397,71.21645129,18.52634195,75,,,,,-17,,,0.4643,447799.5,,,1.7917
201612,77062,"houston, tx",4382,5121,,,65.758574,67.28379722,64.2333499,78.5,,,,,-13.5,,,1.1429,228000,,,0.9122
201612,77506,"pasadena, tx",4072,3062,,,75.972291,98.45924453,53.48533797,40.5,,,,,-51.5,,,0.9643,114950,,,0.4598
201612,7737,"leonardo, nj",14596,6085,,,60.741799,55.48583499,65.99776342,89,,,,,-3,,,1.1786,314549.5,,,1.2585
201612,77070,"houston, tx",486,3229,,,75.142893,88.43812127,61.84766402,58.5,,,,,-33.5,,,1.0952,227050,,,0.9084
201612,77054,"houston, tx",2543,7585,,,53.078405,82.98956262,23.16724652,64.5,,,,,-27.5,,,0.5238,176800,,,0.7073
201612,7724,"eatontown, nj",5210,5336,,,64.630964,69.58871769,59.67321074,76.5,,,,,-15.5,,,1.0595,409950,,,1.6403
201612,7733,"holmdel, nj",7818,4760,,,67.575795,55.93315109,79.21843936,88.5,,,,,-3.5,,,1.4762,834500,,,3.3391
201612,77423,"brookshire, tx",9476,11443,,,31.914761,62.3695328,1.45999006,82.5,,,,,-9.5,,,0.1905,290047.5,,,1.1605
201612,77080,"houston, tx",1635,10307,,,38.546844,71.21645129,5.877236581,75,,,,,-17,,,0.2857,325045,,,1.3005
201612,77351,"livingston, tx",3345,13028,,,22.477634,22.46520875,22.49005964,132.5,,,,,40.5,,,0.5119,180000,,,0.7201
201612,77380,"spring, tx",3170,6681,,,57.517396,70.66351889,44.37127237,75.5,,,,,-16.5,,,0.8095,499999.5,,,2.0006
201612,77611,"bridge city, tx",10318,2566,,,78.799081,77.08126243,80.51689861,70,,,,,-22,,,1.5238,189950,,,0.7599
201612,77026,"houston, tx",5640,5438,,,64.074925,91.99801193,36.15183897,54,,,,,-38,,,0.7024,87500,,,0.3499
201612,77320,"huntsville, tx",4828,10318,,,38.450547,47.29125249,29.60984095,97,,,,,5,,,0.6071,179050,,,0.7163
201612,7757,"oceanport, nj",12970,3320,,,74.655194,81.92718688,67.3832008,65.5,,,,,-26.5,,,1.2024,689050,,,2.7571
201612,77022,"houston, tx",4514,11085,,,34.185512,61.26988072,7.101143141,83.5,,,,,-8.5,,,0.3095,189050,,,0.7563
201612,77008,"houston, tx",1306,10910,,,35.101889,67.89264414,2.311133201,78,,,,,-14,,,0.2143,460045,,,1.8407
201612,77362,"pinehurst, tx",13447,10564,,,37.086854,72.40929423,1.764413519,74,,,,,-18,,,0.2024,425050,,,1.7007
201612,77459,"missouri city, tx",326,9558,,,42.96409,74.2917495,11.63643141,72.5,,,,,-19.5,,,0.369,359000,,,1.4364
201612,77449,"katy, tx",19,2650,,,78.336233,97.40929423,59.26317097,44,,,,,-48,,,1.0476,190050,,,0.7603
201612,77354,"magnolia, tx",3179,9394,,,43.700298,64.87326044,22.52733598,80.5,,,,,-11.5,,,0.5119,360500,,,1.4424
201612,77304,"conroe, tx",3692,10768,,,35.878479,61.91600398,9.840954274,83,,,,,-9,,,0.3452,309950,,,1.2401
201612,77465,"palacios, tx",11411,13776,,,18.13494,17.70626243,18.56361829,143.5,,,,,51.5,,,0.4643,169050,,,0.6763
201612,77040,"houston, tx",1037,3297,,,74.776342,94.85586481,54.69681909,50,,,,,-42,,,0.9762,238050,,,0.9524
201612,77327,"cleveland, tx",6010,12015,,,28.618912,43.02932406,14.20849901,101.5,,,,,9.5,,,0.4048,172500,,,0.6901
201612,77651,"port neches, tx",8447,3360,,,74.416004,54.42967197,94.40233598,90,,,,,-2,,,2.3333,227300,,,0.9094
201612,77521,"baytown, tx",677,7521,,,53.370403,76.01888668,30.72191849,71,,,,,-21,,,0.619,208870,,,0.8356
201612,77706,"beaumont, tx",2891,2669,,,78.224404,71.21645129,85.23235586,75,,,,,-17,,,1.6905,229950,,,0.92
201612,77963,"goliad, tx",11808,12523,,,25.605741,26.7333499,24.47813121,124.5,,,,,32.5,,,0.5476,169950,,,0.6799
201612,77031,"houston, tx",7526,6603,,,57.98335,70.66351889,45.30318091,75.5,,,,,-16.5,,,0.8333,188050,,,0.7523
201612,77385,"conroe, tx",6001,6277,,,59.78504,81.92718688,37.64289264,65.5,,,,,-26.5,,,0.7143,265495,,,1.0622
201612,77355,"magnolia, tx",4990,9567,,,42.908176,69.58871769,16.22763419,76.5,,,,,-15.5,,,0.4286,349537.5,,,1.3985
201612,77318,"willis, tx",7030,8214,,,49.754597,76.01888668,23.49030815,71,,,,,-21,,,0.5238,219820,,,0.8794
201612,77092,"houston, tx",2609,8239,,,49.633449,91.99801193,7.26888668,54,,,,,-38,,,0.3095,248800,,,0.9954
201612,77306,"conroe, tx",9324,10286,,,38.680417,42.08499006,35.27584493,102.5,,,,,10.5,,,0.6905,159950,,,0.6399
201612,77035,"houston, tx",2189,7159,,,55.144135,92.37698807,17.91128231,53.5,,,,,-38.5,,,0.4524,296300,,,1.1855
201612,77303,"conroe, tx",6822,6091,,,60.720055,93.80591451,27.63419483,51.5,,,,,-40.5,,,0.5833,201040,,,0.8043
201612,77384,"conroe, tx",6325,9679,,,42.22167,73.63941352,10.80392644,73,,,,,-19,,,0.3571,349950,,,1.4002
201612,77373,"spring, tx",560,5145,,,65.597043,90.18389662,41.01018887,56.5,,,,,-35.5,,,0.7619,177800,,,0.7113
201612,77049,"houston, tx",4560,4929,,,66.690482,89.35760437,44.02335984,57.5,,,,,-34.5,,,0.8095,193048,,,0.7723
201612,77047,"houston, tx",4964,4303,,,69.886928,96.6389165,43.13494036,46,,,,,-46,,,0.7976,164050,,,0.6563
201612,77036,"houston, tx",102,6875,,,56.501615,85.34418489,27.65904573,62,,,,,-30,,,0.5833,165050,,,0.6603
201612,77015,"houston, tx",1152,4357,,,69.601143,87.08996024,52.11232604,60,,,,,-32,,,0.9405,133800,,,0.5352
201612,77379,"spring, tx",89,7719,,,52.363941,74.83225646,29.89562624,72,,,,,-20,,,0.6071,321045,,,1.2845
201612,77845,"college station, tx",503,4951,,,66.578653,67.89264414,65.26466203,78,,,,,-14,,,1.1548,339850,,,1.3597
201612,77336,"huffman, tx",8504,8234,,,49.670726,61.91600398,37.42544732,83,,,,,-9,,,0.7143,358050,,,1.4326
201612,77029,"houston, tx",7503,9456,,,43.417619,34.32529821,52.50994036,112.5,,,,,20.5,,,0.9524,93750,,,0.3749
201612,77020,"houston, tx",5699,14135,,,15.951168,26.25497018,5.647365805,125.5,,,,,33.5,,,0.2857,139950,,,0.5598
201612,7728,"freehold, nj",576,1957,,,82.417992,76.01888668,88.81709742,71,,,,,-21,,,1.869,350000,,,1.4004
201612,77504,"pasadena, tx",4679,6435,,,58.86245,64.22092445,53.50397614,81,,,,,-11,,,0.9643,210050,,,0.8403
201612,77356,"montgomery, tx",3150,11090,,,34.157555,53.84567594,14.4694334,90.5,,,,,-1.5,,,0.4048,327050,,,1.3085
201612,77014,"houston, tx",4002,4362,,,69.573186,85.34418489,53.80218688,62,,,,,-30,,,0.9643,174049.5,,,0.6963
201612,77051,"houston, tx",7386,8269,,,49.443961,76.6277336,22.26018887,70.5,,,,,-21.5,,,0.5119,153000,,,0.612
201612,77011,"houston, tx",7391,9552,,,42.992048,66.81784294,19.16625249,79,,,,,-13,,,0.4762,195050,,,0.7803
201612,77575,"liberty, tx",7561,7223,,,54.870775,81.20029821,28.54125249,66,,,,,-26,,,0.5952,129500,,,0.518
201612,77401,"bellaire, tx",7116,11011,,,34.632828,64.22092445,5.04473161,81,,,,,-11,,,0.2738,849950,,,3.401
201612,77995,"yoakum, tx",9499,12190,,,27.587599,32.14463221,23.0305666,115.5,,,,,23.5,,,0.5238,295050,,,1.1805
201612,77388,"spring, tx",1583,6024,,,61.012053,91.28354871,30.74055666,55,,,,,-37,,,0.619,238500,,,0.9542
201612,77983,"seadrift, tx",18465,15436,,,6.976889,9.138916501,4.814860835,172,,,,,80,,,0.2738,107050,,,0.4282
201612,77063,"houston, tx",870,10118,,,39.596794,57.62922465,21.56436382,87,,,,,-5,,,0.5,299549.5,,,1.1985
201612,77033,"houston, tx",4959,5880,,,61.773111,81.20029821,42.34592445,66,,,,,-26,,,0.7857,92450,,,0.3697
201612,77705,"beaumont, tx",3945,4909,,,66.830268,60.22614314,73.43439364,84.5,,,,,-7.5,,,1.3333,167550,,,0.6703
201612,77429,"cypress, tx",81,7637,,,52.789513,86.67992048,18.89910537,60.5,,,,,-31.5,,,0.4643,299925.5,,,1.2
201612,77450,"katy, tx",118,3916,,,71.710363,88.43812127,54.98260437,58.5,,,,,-33.5,,,0.9762,285050,,,1.1405
201612,77090,"houston, tx",1426,3056,,,75.997142,90.18389662,61.81038767,56.5,,,,,-35.5,,,1.0952,181488,,,0.726
201612,77864,"madisonville, tx",11589,12631,,,24.996894,22.7944831,27.19930417,132,,,,,40,,,0.5833,174950,,,0.6999
201612,77095,"houston, tx",152,3456,,,73.878603,92.76217694,54.99502982,53,,,,,-39,,,0.9762,228450,,,0.914
201612,77701,"beaumont, tx",8020,7607,,,52.947937,57.62922465,48.2666501,87,,,,,-5,,,0.881,59050,,,0.2361
201612,77833,"brenham, tx",3775,8436,,,48.602137,47.78205765,49.4222167,96.5,,,,,4.5,,,0.8929,225050,,,0.9004
201612,77407,"richmond, tx",2554,9548,,,43.004473,78.60337972,7.4055666,68.5,,,,,-23.5,,,0.3095,312550,,,1.2505
201612,77657,"lumberton, tx",6054,2115,,,81.374254,70.66351889,92.08499006,75.5,,,,,-16.5,,,2.1071,249950,,,1
201612,77382,"spring, tx",2478,8907,,,46.117048,62.3695328,29.86456262,82.5,,,,,-9.5,,,0.6071,472500,,,1.8906
201612,77632,"orange, tx",5564,7699,,,52.47577,32.54845924,72.40308151,115,,,,,23,,,1.3095,191500,,,0.7661
201612,77018,"houston, tx",3559,10661,,,36.530815,71.21645129,1.845178926,75,,,,,-17,,,0.2024,424500,,,1.6985
201612,77469,"richmond, tx",2467,8539,,,48.123757,83.55492048,12.69259443,64,,,,,-28,,,0.381,275050,,,1.1004
201612,77316,"montgomery, tx",6393,10862,,,35.409418,64.87326044,5.945576541,80.5,,,,,-11.5,,,0.2857,382500,,,1.5304
201612,77381,"spring, tx",2215,4398,,,69.368166,89.81734592,48.91898608,57,,,,,-35,,,0.881,399950,,,1.6002
201612,77007,"houston, tx",748,10156,,,39.33586,75.4473161,3.224403579,71.5,,,,,-20.5,,,0.2381,457945,,,1.8323
201612,77066,"houston, tx",4037,2755,,,77.721173,92.37698807,63.06535785,53.5,,,,,-38.5,,,1.119,185050,,,0.7403
201612,77091,"houston, tx",5199,5665,,,62.860338,93.43315109,32.28752485,52,,,,,-40,,,0.6429,159300,,,0.6373
201612,77511,"alvin, tx",1069,3728,,,72.645378,94.48310139,50.80765408,50.5,,,,,-41.5,,,0.9167,221937,,,0.8879
201612,77840,"college station, tx",339,1652,,,84.461978,91.66873757,77.25521869,54.5,,,,,-37.5,,,1.4286,290000,,,1.1603
201612,77414,"bay city, tx",4721,13000,,,22.66091,31.93961233,13.38220676,116,,,,,24,,,0.3929,199950,,,0.7999
201612,77535,"dayton, tx",4228,9439,,,43.51081,61.91600398,25.1056163,83,,,,,-9,,,0.5476,220045,,,0.8803
201612,77346,"humble, tx",539,6269,,,59.825422,81.20029821,38.45054672,66,,,,,-26,,,0.7262,257050,,,1.0284
201612,7751,"morganville, nj",7140,957,,,89.528454,83.55492048,95.50198807,64,,,,,-28,,,2.4643,499050,,,1.9968
201612,77703,"beaumont, tx",8268,11324,,,32.629225,26.7333499,38.5250994,124.5,,,,,32.5,,,0.7381,59950,,,0.2397
201612,77079,"houston, tx",2797,8778,,,46.831511,74.83225646,18.83076541,72,,,,,-20,,,0.4643,500045,,,2.0008
201612,77979,"port lavaca, tx",7081,13779,,,18.125621,19.40233598,16.84890656,139.5,,,,,47.5,,,0.4405,225050,,,0.9004
201612,77009,"houston, tx",1963,9971,,,40.41998,77.08126243,3.758697813,70,,,,,-22,,,0.25,421050,,,1.6847
201612,77503,"pasadena, tx",5411,2882,,,77.031561,95.33424453,58.72887674,49,,,,,-43,,,1.0476,144950,,,0.5798
201612,77530,"channelview, tx",4478,5716,,,62.630467,93.13494036,32.12599404,52.5,,,,,-39.5,,,0.6429,141500,,,0.566
201612,77372,"splendora, tx",9332,10620,,,36.78243,55.93315109,17.63170974,88.5,,,,,-3.5,,,0.4524,286400,,,1.1459
201612,77871,"normangee, tx",14031,12443,,,26.000249,28.96371769,23.03677932,121,,,,,29,,,0.5238,179550,,,0.7183
201612,77433,"cypress, tx",564,9740,,,41.830268,77.70253479,5.958001988,69.5,,,,,-22.5,,,0.2857,329750,,,1.3193
201612,77502,"pasadena, tx",3282,4594,,,68.364811,92.76217694,43.96744533,53,,,,,-39,,,0.8095,139000,,,0.556
201612,77021,"houston, tx",3737,10833,,,35.558524,53.38593439,17.73111332,91,,,,,-1,,,0.4524,279950,,,1.12
201612,7731,"howell, nj",2990,3060,,,75.98161,70.17892644,81.78429423,76,,,,,-16,,,1.5595,340050,,,1.3605
201612,77071,"houston, tx",3996,4481,,,68.908424,90.18389662,47.63295229,56.5,,,,,-35.5,,,0.869,165950,,,0.6639
201612,77340,"huntsville, tx",4050,6139,,,60.437376,76.01888668,44.85586481,71,,,,,-21,,,0.8214,230050,,,0.9204
201612,77445,"hempstead, tx",8017,14728,,,12.052684,8.207007952,15.89835984,176,,,,,84,,,0.4286,140050,,,0.5602
201612,77571,"la porte, tx",2492,3374,,,74.319707,92.37698807,56.26242545,53.5,,,,,-38.5,,,1,188950,,,0.7559
201612,77566,"lake jackson, tx",3372,2114,,,81.380467,91.99801193,70.76292247,54,,,,,-38,,,1.2738,244050,,,0.9764
201612,7738,"lincroft, nj",12835,6587,,,58.113817,46.28479125,69.94284294,98,,,,,6,,,1.2619,599050,,,2.397
201612,7740,"long branch, nj",3537,8813,,,46.623385,56.56684891,36.67992048,88,,,,,-4,,,0.7024,434549.5,,,1.7387
201612,7723,"deal, nj",22195,11261,,,33.067222,60.84120278,5.293240557,84,,,,,-8,,,0.2857,1399550,,,5.6002
201612,77619,"groves, tx",7103,3681,,,72.89078,68.50149105,77.28006958,77.5,,,,,-14.5,,,1.4286,110050,,,0.4402
201612,77477,"stafford, tx",2054,5499,,,63.75497,81.92718688,45.58275348,65.5,,,,,-26.5,,,0.8333,229050,,,0.9164
201612,77099,"houston, tx",1429,3805,,,72.278827,88.43812127,56.1195328,58.5,,,,,-33.5,,,1,127500,,,0.51
201612,77479,"sugar land, tx",72,8154,,,50.062127,74.83225646,25.29199801,72,,,,,-20,,,0.5476,447550,,,1.7907
201612,77418,"bellville, tx",9590,13136,,,21.853255,24.30417495,19.40233598,129,,,,,37,,,0.4762,229050,,,0.9164
201612,7750,"monmouth beach, nj",14851,5557,,,63.490929,77.70253479,49.27932406,69.5,,,,,-22.5,,,0.8929,755050,,,3.0212
201612,7721,"cliffwood, nj",16224,9912,,,40.823807,53.38593439,28.26167992,91,,,,,-1,,,0.5952,292450,,,1.1701
201612,7739,"little silver, nj",12672,5078,,,65.994657,55.93315109,76.05616302,88.5,,,,,-3.5,,,1.3929,649050,,,2.597
201612,77904,"victoria, tx",3873,10009,,,40.221173,53.38593439,27.05641153,91,,,,,-1,,,0.5714,239050,,,0.9564
201612,77422,"brazoria, tx",8202,11046,,,34.449553,46.68240557,22.2166998,97.5,,,,,5.5,,,0.5119,189050,,,0.7563
201612,77581,"pearland, tx",1380,3278,,,74.872639,94.85586481,54.88941352,50,,,,,-42,,,0.9762,279000,,,1.1162
201612,77954,"cuero, tx",9093,11689,,,30.554175,36.30094433,24.80740557,110,,,,,18,,,0.5476,99950,,,0.3998
201612,77523,"baytown, tx",6180,9699,,,42.125373,61.91600398,22.33474155,83,,,,,-9,,,0.5119,317280,,,1.2694
201612,77328,"cleveland, tx",7657,9870,,,41.112699,62.93489066,19.29050696,82,,,,,-10,,,0.4762,177550,,,0.7103
201612,77590,"texas city, tx",3361,6539,,,58.396496,81.20029821,35.59269384,66,,,,,-26,,,0.6905,158250,,,0.6331
201612,77551,"galveston, tx",6367,6343,,,59.402957,65.48210736,53.32380716,80,,,,,-12,,,0.9524,165050,,,0.6603
201612,77702,"beaumont, tx",15677,1767,,,83.672962,82.98956262,84.35636183,64.5,,,,,-27.5,,,1.6667,151050,,,0.6042
201612,77302,"conroe, tx",6666,6311,,,59.524105,79.09418489,39.95402584,68,,,,,-24,,,0.75,239050,,,0.9564
201612,77563,"hitchcock, tx",9427,10132,,,39.519135,64.87326044,14.16500994,80.5,,,,,-11.5,,,0.4048,263550,,,1.0544
201612,77591,"texas city, tx",7727,9434,,,43.535661,58.62326044,28.44806163,86,,,,,-6,,,0.5952,177500,,,0.7101
201612,77039,"houston, tx",6188,5887,,,61.726516,76.6277336,46.82529821,70.5,,,,,-21.5,,,0.8571,135050,,,0.5402
201612,7727,"farmingdale, nj",11401,4108,,,70.834369,66.27112326,75.39761431,79.5,,,,,-12.5,,,1.381,499950,,,2.0004
201612,77019,"houston, tx",3505,10401,,,38.024975,60.84120278,15.20874751,84,,,,,-8,,,0.4167,643549.5,,,2.575
201612,7753,"neptune, nj",1430,5144,,,65.600149,77.08126243,54.11903579,70,,,,,-22,,,0.9643,282450,,,1.1301
201612,77075,"houston, tx",2883,6687,,,57.489438,77.70253479,37.27634195,69.5,,,,,-22.5,,,0.7143,197550,,,0.7903
201612,77650,"port bolivar, tx",16861,14230,,,15.382704,21.59542744,9.169980119,134.5,,,,,42.5,,,0.3333,319050,,,1.2765
201612,77083,"houston, tx",335,1378,,,86.173583,98.78851889,73.55864811,38.5,,,,,-53.5,,,1.3333,190000,,,0.7601
201612,7762,"spring lake, nj",9151,7351,,,54.181163,45.31560636,63.04671968,99,,,,,7,,,1.119,559050,,,2.2369
201612,77868,"navasota, tx",8462,10900,,,35.145378,33.9276839,36.36307157,113,,,,,21,,,0.7024,219050,,,0.8764
201612,77598,"webster, tx",3164,6504,,,58.517644,67.89264414,49.14264414,78,,,,,-14,,,0.8929,250050,,,1.0004
