date,zip_code,permit_type,count,land_use
2017-03-13,77084,Unrestricted,1,Unrestricted
2017-03-13,77084,Unrestricted,1,Unrestricted
2017-03-13,77087,Commercial,1,Commercial
2017-03-13,77088,Residential,1,Single Family Residential (Public Street)
2017-03-13,77091,Residential,1,Single Family Residential (Shared Driveways)
2017-03-13,77098,Unrestricted,1,Unrestricted
2017-03-13,77099,Unrestricted,1,Unrestricted Intended for Multifamily
2017-03-13,77336,Residential,1,Single Family Residential (Shared Driveways)
2017-03-13,77338,Residential,1,Single Family Residential (Public Street)
2017-03-13,77338,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2017-03-13,77338,Commercial,1,Commercial
2017-03-13,77338,Other,1,General Plan
2017-03-13,77346,Residential,1,Commercial; Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2017-03-13,77346,Unrestricted,1,Unrestricted
2017-03-13,77346,Other,1,Street Dedication
2017-03-13,77373,Unrestricted,1,Unrestricted
2017-03-13,77375,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2017-03-13,77375,Other,1,General Plan
2017-03-13,77386,Unrestricted,1,Unrestricted
2017-03-13,77388,Other,1,General Plan
2017-03-13,77389,Unrestricted,1,Unrestricted
2017-03-13,77396,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2017-03-13,77407,Unrestricted,1,Unrestricted
2017-03-13,77407,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2017-03-13,77429,Unrestricted,1,Unrestricted
2017-03-13,77433,Residential,1,Single Family Residential (PAE 1/PAE 2)
2017-03-13,77433,Residential,1,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2017-03-13,77433,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2017-03-13,77433,Other,1,"Water Treatment, Production or Repressurization"
2017-03-13,77433,Other,1,"Water Treatment, Production or Repressurization"
2017-03-13,77433,Other,1,Lift Station
2017-03-13,77447,Residential,1,Single Family Residential (Public Street)
2017-03-13,77449,Unrestricted,1,Unrestricted
2017-03-13,77449,Unrestricted,1,Unrestricted
2017-03-13,77449,Unrestricted,1,Unrestricted
2017-03-13,77449,Unrestricted,1,Unrestricted
2017-03-13,77484,Unrestricted,1,Unrestricted
2017-03-13,77493,Residential,1,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2017-03-13,77493,Unrestricted,1,Unrestricted
2017-03-13,77494,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2017-03-13,77498,Commercial,1,Commercial
2017-03-13,77530,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2017-03-13,77545,Residential,1,Single Family Residential (Public Street)
2017-03-30,77003,Residential,1,Single Family Residential (Shared Driveways)
2017-03-30,77004,Unrestricted,1,Unrestricted
2017-03-30,77004,Residential,1,Single Family Residential (Public Street)
2017-03-30,77005,Unrestricted,1,Unrestricted
2017-03-30,77006,Unrestricted,1,Unrestricted
2017-03-30,77007,Unrestricted,1,Unrestricted
2017-03-30,77007,Residential,1,Single Family Residential (Public Street)
2017-03-30,77008,Residential,1,Single Family Residential (Shared Driveways)
2017-03-30,77008,Residential,1,Single Family Residential (Shared Driveways)
2017-03-30,77008,Residential,1,Single Family Residential (Shared Driveways)
2017-03-30,77008,Residential,1,Single Family Residential (Shared Driveways)
2017-03-30,77008,Residential,1,Single Family Residential (Shared Driveways)
2017-03-30,77008,Residential,1,Single Family Residential (Shared Driveways)
2017-03-30,77008,Residential,1,Single Family Residential (Public Street)
2017-03-30,77008,Residential,1,Drainage or Detention; Single Family Residential (Shared Driveways)
2017-03-30,77008,Residential,1,Single Family Residential (Public Street)
2017-03-30,77009,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2017-03-30,77009,Residential,1,Single Family Residential (Shared Driveways)
2017-03-30,77009,Residential,1,Single Family Residential (Public Street)
2017-03-30,77009,Residential,1,Single Family Residential (Public Street)
2017-03-30,77009,Residential,1,Single Family Residential (Shared Driveways)
2017-03-30,77009,Unrestricted,1,Unrestricted
2017-03-30,77014,Residential,1,Unrestricted; Landscape or Open Space; Single Family Residential (Public Street)
2017-03-30,77015,Unrestricted,1,Unrestricted
2017-03-30,77017,Unrestricted,1,Unrestricted
2017-03-30,77018,Commercial,1,Commercial
2017-03-30,77018,Residential,1,Single Family Residential (Public Street)
2017-03-30,77018,Unrestricted,1,Unrestricted
2017-03-30,77019,Residential,1,Single Family Residential (Public Street)
2017-03-30,77020,Residential,1,Single Family Residential (Public Street)
2017-03-30,77022,Residential,1,Single Family Residential (Public Street)
2017-03-30,77025,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2017-03-30,77026,Unrestricted,1,Unrestricted
2017-03-30,77027,Unrestricted,1,Unrestricted
2017-03-30,77027,Unrestricted,1,Unrestricted
2017-03-30,77028,Residential,1,Single Family Residential (Public Street)
2017-03-30,77032,Unrestricted,1,Unrestricted
2017-03-30,77032,Unrestricted,1,Unrestricted
2017-03-30,77041,Unrestricted,1,Unrestricted
2017-03-30,77041,Unrestricted,1,Unrestricted
2017-03-30,77044,Commercial,1,Commercial
2017-03-30,77044,Unrestricted,1,Unrestricted
2017-03-30,77048,Other,1,General Plan
2017-03-30,77048,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2017-03-30,77049,Residential,1,Single Family Residential (Public Street)
2017-03-30,77055,Unrestricted,1,Unrestricted
2017-03-30,77055,Residential,1,Single Family Residential (Shared Driveways)
2017-03-30,77057,Unrestricted,1,Unrestricted
2017-03-30,77063,Residential,1,Single Family Residential (Shared Driveways)
2017-03-30,77065,Commercial,1,Commercial; Street Dedication
2017-03-30,77084,Residential,1,Single Family Residential (Public Street)
2017-03-30,77084,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2017-03-30,77084,Unrestricted,1,Unrestricted
2017-03-30,77084,Unrestricted,1,Unrestricted
2017-03-30,77088,Residential,1,Single Family Residential (Public Street)
2017-03-30,77091,Residential,1,Single Family Residential (Public Street)
2017-03-30,77091,Other,1,"Church, School and Institutional"
2017-03-30,77091,Residential,1,Single Family Residential (Shared Driveways)
2017-03-30,77093,Residential,1,Single Family Residential (Public Street)
2017-03-30,77336,Unrestricted,1,Unrestricted
2017-03-30,77338,Residential,1,Single Family Residential (Public Street)
2017-03-30,77346,Residential,1,Commercial; Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2017-03-30,77354,Other,1,Street Dedication
2017-03-30,77357,Unrestricted,1,Unrestricted
2017-03-30,77375,Other,1,"Water Treatment, Production or Repressurization"
2017-03-30,77377,Unrestricted,1,Unrestricted
2017-03-30,77377,Unrestricted,1,Unrestricted
2017-03-30,77379,Unrestricted,1,Unrestricted
2017-03-30,77379,Unrestricted,1,Unrestricted
2017-03-30,77386,Other,1,Street Dedication
2017-03-30,77388,Other,1,General Plan
2017-03-30,77407,Unrestricted,1,Unrestricted
2017-03-30,77407,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2017-03-30,77407,Other,1,Landscape or Open Space
2017-03-30,77429,Other,1,Drainage or Detention; Landscape or Open Space
2017-03-30,77429,Unrestricted,1,Unrestricted
2017-03-30,77433,Other,1,Street Dedication
2017-03-30,77433,Other,1,"Church, School and Institutional"
2017-03-30,77433,Other,1,Street Dedication
2017-03-30,77433,Residential,1,Single Family Residential (Public Street)
2017-03-30,77433,Residential,1,Single Family Residential (Public Street)
2017-03-30,77433,Unrestricted,1,Unrestricted
2017-03-30,77447,Unrestricted,1,Unrestricted
2017-03-30,77447,Residential,1,Single Family Residential (Public Street)
2017-03-30,77449,Commercial,1,Commercial
2017-03-30,77484,Unrestricted,1,Unrestricted
2017-03-30,77484,Residential,1,Single Family Residential (Public Street)
2017-03-30,77493,Other,1,Landscape or Open Space
2017-03-30,77493,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2017-03-30,77493,Unrestricted,1,Unrestricted
2017-03-30,77493,Other,1,Street Dedication
2017-03-30,77493,Unrestricted,1,Unrestricted
2017-03-30,77493,Other,1,Street Dedication
2017-03-30,77494,Unrestricted,1,Unrestricted
2017-03-30,77532,Unrestricted,1,Unrestricted
2017-03-30,77532,Residential,1,Single Family Residential (Public Street)
2017-03-30,77545,Residential,1,Single Family Residential (Public Street)
2017-04-10,77005,Unrestricted,1,Unrestricted
2017-04-10,77006,Residential,1,Single Family Residential (Public Street)
2017-04-10,77007,Residential,1,Single Family Residential (Shared Driveways)
2017-04-10,77007,Residential,1,Single Family Residential (Shared Driveways)
2017-04-10,77007,Residential,1,Single Family Residential (Public Street)
2017-04-10,77008,Residential,1,Single Family Residential (Public Street)
2017-04-10,77008,Residential,1,Single Family Residential (Shared Driveways)
2017-04-10,77008,Residential,1,Single Family Residential (Public Street)
2017-04-10,77008,Residential,1,Single Family Residential (Public Street)
2017-04-10,77008,Residential,1,Single Family Residential (Public Street)
2017-04-10,77008,Residential,1,Single Family Residential (Shared Driveways)
2017-04-10,77008,Residential,1,Single Family Residential (Shared Driveways)
2017-04-10,77008,Residential,1,Single Family Residential (Public Street)
2017-04-10,77009,Residential,1,Single Family Residential (Shared Driveways)
2017-04-10,77009,Unrestricted,1,Unrestricted
2017-04-10,77009,Commercial,1,Commercial
2017-04-10,77009,Unrestricted,1,Unrestricted
2017-04-10,77012,Residential,1,Single Family Residential (Public Street)
2017-04-10,77015,Unrestricted,1,Unrestricted
2017-04-10,77016,Commercial,1,Commercial
2017-04-10,77017,Unrestricted,1,Unrestricted
2017-04-10,77017,Unrestricted,1,Unrestricted
2017-04-10,77020,Residential,1,Single Family Residential (Public Street)
2017-04-10,77020,Residential,1,Single Family Residential (Public Street)
2017-04-10,77021,Unrestricted,1,Unrestricted
2017-04-10,77023,Residential,1,Single Family Residential (Public Street)
2017-04-10,77023,Residential,1,Single Family Residential (Public Street)
2017-04-10,77026,Commercial,1,Commercial
2017-04-10,77027,Commercial,1,Commercial
2017-04-10,77028,Other,1,Lift Station
2017-04-10,77032,Unrestricted,1,Unrestricted
2017-04-10,77039,Unrestricted,1,Unrestricted
2017-04-10,77040,Unrestricted,1,Unrestricted
2017-04-10,77041,Unrestricted,1,Unrestricted
2017-04-10,77044,Other,1,General Plan
2017-04-10,77053,Commercial,1,Commercial
2017-04-10,77055,Unrestricted,1,Unrestricted
2017-04-10,77056,Unrestricted,1,Unrestricted
2017-04-10,77057,Unrestricted,1,Unrestricted
2017-04-10,77057,Residential,1,Single Family Residential (Public Street)
2017-04-10,77057,Residential,1,Single Family Residential (Public Street)
2017-04-10,77057,Residential,1,Single Family Residential (Shared Driveways)
2017-04-10,77060,Unrestricted,1,Unrestricted
2017-04-10,77060,Unrestricted,1,Unrestricted
2017-04-10,77074,Unrestricted,1,Unrestricted
2017-04-10,77075,Other,1,General Plan
2017-04-10,77075,Residential,1,Single Family Residential (Public Street)
2017-04-10,77075,Residential,1,Single Family Residential (Public Street)
2017-04-10,77080,Residential,1,Single Family Residential (Public Street)
2017-04-10,77080,Unrestricted,1,Unrestricted
2017-04-10,77080,Other,1,Other
2017-04-10,77080,Other,1,Other
2017-04-10,77083,Unrestricted,1,Unrestricted
2017-04-10,77084,Unrestricted,1,Unrestricted
2017-04-10,77087,Unrestricted,1,Unrestricted
2017-04-10,77088,Commercial,1,Commercial
2017-04-10,77089,Unrestricted,1,Unrestricted
2017-04-10,77090,Unrestricted,1,Unrestricted
2017-04-10,77091,Residential,1,Single Family Residential (Public Street)
2017-04-10,77093,Unrestricted,1,Unrestricted
2017-04-10,77094,Unrestricted,1,Unrestricted
2017-04-10,77336,Residential,1,Single Family Residential (Public Street)
2017-04-10,77338,Commercial,1,Commercial
2017-04-10,77346,Other,1,Street Dedication
2017-04-10,77346,Residential,1,Single Family Residential (Public Street)
2017-04-10,77365,Residential,1,Single Family Residential (Public Street)
2017-04-10,77365,Residential,1,Single Family Residential (Public Street)
2017-04-10,77365,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2017-04-10,77365,Residential,1,Single Family Residential (Public Street)
2017-04-10,77365,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2017-04-10,77365,Other,1,Street Dedication
2017-04-10,77365,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2017-04-10,77375,Unrestricted,1,Unrestricted
2017-04-10,77375,Residential,1,Drainage or Detention; Single Family Residential (PAE 1/PAE 2)
2017-04-10,77379,Unrestricted,1,Unrestricted
2017-04-10,77379,Unrestricted,1,Unrestricted
2017-04-10,77388,Other,1,General Plan
2017-04-10,77389,Unrestricted,1,Unrestricted
2017-04-10,77396,Commercial,1,Commercial
2017-04-10,77396,Other,1,Street Dedication
2017-04-10,77406,Unrestricted,1,Unrestricted
2017-04-10,77407,Residential,1,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2017-04-10,77407,Unrestricted,1,Unrestricted
2017-04-10,77407,Unrestricted,1,Unrestricted
2017-04-10,77407,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2017-04-10,77429,Commercial,1,Commercial
2017-04-10,77429,Commercial,1,Commercial
2017-04-10,77433,Unrestricted,1,Unrestricted
2017-04-10,77433,Residential,1,Single Family Residential (Public Street)
2017-04-10,77433,Residential,1,Single Family Residential (Public Street)
2017-04-10,77447,Unrestricted,1,Unrestricted
2017-04-10,77447,Residential,1,Single Family Residential (Public Street)
2017-04-10,77447,Other,1,Other
2017-04-10,77449,Commercial,1,Commercial
2017-04-10,77449,Unrestricted,1,Unrestricted
2017-04-10,77493,Unrestricted,1,Unrestricted
2017-04-10,77493,Unrestricted,1,Unrestricted
2017-04-10,77493,Other,1,Landscape or Open Space
2017-04-10,77493,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2017-04-10,77493,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2017-04-10,77494,Residential,1,Compensating Open Space; Single Family Residential (PAE 1/PAE 2); Other
2017-04-10,77494,Other,1,Other
2017-04-10,77498,Unrestricted,1,Unrestricted
2017-04-10,77545,Residential,1,Single Family Residential (Public Street)
