date,zip_code,permit_type,count,land_use
2018-07-05,77084,Unrestricted,1,Unrestricted
2018-07-05,77084,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-05,77088,Unrestricted,1,Unrestricted
2018-07-05,77088,Unrestricted,1,Unrestricted
2018-07-05,77089,Unrestricted,1,Unrestricted
2018-07-05,77091,Commercial,1,Commercial
2018-07-05,77091,Residential,1,Single Family Residential (Shared Driveways)
2018-07-05,77093,Commercial,1,Commercial
2018-07-05,77339,Unrestricted,1,Unrestricted
2018-07-05,77346,Unrestricted,1,Unrestricted
2018-07-05,77357,Commercial,1,Commercial
2018-07-05,77357,Residential,1,Landscape or Open Space; Recreation; Single Family Residential (Public Street)
2018-07-05,77357,Unrestricted,1,Unrestricted
2018-07-05,77365,Unrestricted,1,Unrestricted
2018-07-05,77373,Other,1,"Church, School and Institutional"
2018-07-05,77375,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-05,77377,Other,1,General Plan
2018-07-05,77377,Residential,1,Single Family Residential (Shared Driveways)
2018-07-05,77379,Residential,1,"Landscape or Open Space; Single Family Residential (Public Street); Water Treatment, Production or Repressurization"
2018-07-05,77379,Unrestricted,1,Unrestricted
2018-07-05,77384,Other,1,"Church, School and Institutional"
2018-07-05,77388,Unrestricted,1,Unrestricted
2018-07-05,77388,Other,1,"Church, School and Institutional"
2018-07-05,77388,Other,1,"Church, School and Institutional"
2018-07-05,77388,Other,1,"Church, School and Institutional"
2018-07-05,77389,Unrestricted,1,Unrestricted
2018-07-05,77406,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-05,77406,Residential,1,Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2018-07-05,77406,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-05,77406,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-05,77406,Unrestricted,1,Unrestricted
2018-07-05,77406,Other,1,Street Dedication
2018-07-05,77407,Other,1,Street Dedication
2018-07-05,77407,Residential,1,Single Family Residential (Public Street)
2018-07-05,77407,Other,1,Landscape or Open Space
2018-07-05,77433,Residential,1,Single Family Residential (Public Street)
2018-07-05,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-05,77433,Residential,1,Single Family Residential (Public Street)
2018-07-05,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-05,77433,Other,1,General Plan
2018-07-05,77433,Residential,1,Single Family Residential (Public Street)
2018-07-05,77433,Unrestricted,1,Unrestricted Intended for Multifamily
2018-07-05,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-05,77433,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-07-05,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-05,77433,Residential,1,Single Family Residential (Public Street)
2018-07-05,77447,Unrestricted,1,Unrestricted
2018-07-05,77447,Unrestricted,1,Unrestricted; Drainage or Detention
2018-07-05,77449,Other,1,General Plan
2018-07-05,77449,Residential,1,Single Family Residential (Public Street)
2018-07-05,77449,Unrestricted,1,Unrestricted
2018-07-05,77449,Other,1,Landscape or Open Space
2018-07-05,77449,Residential,1,Single Family Residential (Public Street)
2018-07-05,77449,Residential,1,Single Family Residential (Public Street)
2018-07-05,77449,Residential,1,Single Family Residential (Public Street)
2018-07-05,77484,Residential,1,Single Family Residential (Public Street)
2018-07-05,77493,Residential,1,Unrestricted; Single Family Residential (Public Street)
2018-07-05,77493,Other,1,Street Dedication
2018-07-05,77494,Unrestricted,1,Unrestricted
2018-07-05,77494,Unrestricted,1,Unrestricted
2018-07-05,77498,Commercial,1,Commercial
2018-07-05,77532,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-07-05,77532,Residential,1,Single Family Residential (Public Street)
2018-07-19,77003,Unrestricted,1,Unrestricted
2018-07-19,77003,Unrestricted,1,Unrestricted
2018-07-19,77004,Other,1,Other
2018-07-19,77007,Residential,1,Single Family Residential (Shared Driveways)
2018-07-19,77007,Residential,1,Single Family Residential (Public Street)
2018-07-19,77007,Residential,1,Single Family Residential (Public Street)
2018-07-19,77007,Residential,1,Single Family Residential (Public Street)
2018-07-19,77007,Residential,1,Single Family Residential (Public Street)
2018-07-19,77007,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2018-07-19,77008,Commercial,1,Commercial
2018-07-19,77008,Residential,1,Single Family Residential (Public Street)
2018-07-19,77009,Residential,1,Single Family Residential (Shared Driveways)
2018-07-19,77011,Commercial,1,Commercial
2018-07-19,77012,Commercial,1,Commercial
2018-07-19,77017,Unrestricted,1,Unrestricted
2018-07-19,77017,Unrestricted,1,Unrestricted
2018-07-19,77017,Unrestricted,1,Unrestricted
2018-07-19,77018,Residential,1,Single Family Residential (Public Street)
2018-07-19,77018,Residential,1,Single Family Residential (Shared Driveways)
2018-07-19,77018,Commercial,1,Commercial
2018-07-19,77018,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-07-19,77019,Residential,1,Single Family Residential (Public Street)
2018-07-19,77019,Residential,1,Single Family Residential (Public Street)
2018-07-19,77020,Residential,1,Single Family Residential (Public Street)
2018-07-19,77020,Unrestricted,1,Unrestricted
2018-07-19,77020,Residential,1,Single Family Residential (Public Street)
2018-07-19,77022,Unrestricted,1,Unrestricted
2018-07-19,77026,Residential,1,Single Family Residential (Shared Driveways)
2018-07-19,77028,Unrestricted,1,Unrestricted
2018-07-19,77030,Other,1,Other
2018-07-19,77030,Unrestricted,1,Unrestricted
2018-07-19,77030,Unrestricted,1,Unrestricted
2018-07-19,77032,Unrestricted,1,Unrestricted
2018-07-19,77032,Unrestricted,1,Unrestricted
2018-07-19,77038,Unrestricted,1,Unrestricted
2018-07-19,77039,Unrestricted,1,Unrestricted
2018-07-19,77044,Other,1,Drainage or Detention; Landscape or Open Space; Street Dedication
2018-07-19,77044,Other,1,Drainage or Detention; Street Dedication
2018-07-19,77045,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-07-19,77047,Unrestricted,1,Unrestricted
2018-07-19,77047,Other,1,"Water Treatment, Production or Repressurization"
2018-07-19,77048,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-07-19,77049,Unrestricted,1,Unrestricted
2018-07-19,77049,Unrestricted,1,Unrestricted
2018-07-19,77051,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2018-07-19,77051,Residential,1,Single Family Residential (Public Street)
2018-07-19,77055,Unrestricted,1,Unrestricted
2018-07-19,77055,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2018-07-19,77055,Residential,1,Single Family Residential (Shared Driveways)
2018-07-19,77055,Other,1,General Plan
2018-07-19,77055,Residential,1,Compensating Open Space; Drainage or Detention; Single Family Residential (PAE 1/PAE 2)
2018-07-19,77055,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-07-19,77056,Residential,1,Single Family Residential (Shared Driveways)
2018-07-19,77057,Residential,1,Single Family Residential (Shared Driveways)
2018-07-19,77061,Unrestricted,1,Unrestricted
2018-07-19,77064,Unrestricted,1,Unrestricted
2018-07-19,77066,Residential,1,Compensating Open Space; Single Family Residential (Public Street)
2018-07-19,77070,Commercial,1,Commercial
2018-07-19,77070,Unrestricted,1,Unrestricted
2018-07-19,77073,Unrestricted,1,Unrestricted
2018-07-19,77075,Other,1,Lift Station
2018-07-19,77075,Residential,1,Single Family Residential (Shared Driveways)
2018-07-19,77076,Unrestricted,1,Unrestricted
2018-07-19,77078,Unrestricted,1,Unrestricted
2018-07-19,77079,Commercial,1,Commercial
2018-07-19,77080,Residential,1,Compensating Open Space; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2018-07-19,77080,Unrestricted,1,Unrestricted Intended for Multifamily
2018-07-19,77080,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2018-07-19,77081,Unrestricted,1,Unrestricted
2018-07-19,77084,Other,1,General Plan
2018-07-19,77084,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-19,77086,Unrestricted,1,Unrestricted
2018-07-19,77088,Unrestricted,1,Unrestricted
2018-07-19,77091,Residential,1,Single Family Residential (Shared Driveways)
2018-07-19,77091,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-07-19,77091,Commercial,1,Commercial
2018-07-19,77091,Residential,1,Single Family Residential (Shared Driveways)
2018-07-19,77091,Commercial,1,Commercial
2018-07-19,77093,Residential,1,Single Family Residential (Public Street)
2018-07-19,77093,Residential,1,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2018-07-19,77093,Commercial,1,Commercial
2018-07-19,77095,Commercial,1,Commercial
2018-07-19,77098,Unrestricted,1,Unrestricted
2018-07-19,77346,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-19,77346,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2018-07-19,77346,Residential,1,Single Family Residential (Public Street)
2018-07-19,77346,Unrestricted,1,Unrestricted
2018-07-19,77357,Unrestricted,1,Unrestricted
2018-07-19,77357,Commercial,1,Commercial
2018-07-19,77365,Residential,1,Unrestricted; Compensating Open Space; Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2018-07-19,77365,Unrestricted,1,Unrestricted
2018-07-19,77373,Unrestricted,1,Unrestricted
2018-07-19,77373,Other,1,General Plan
2018-07-19,77375,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-19,77377,Residential,1,Single Family Residential (Public Street)
2018-07-19,77377,Other,1,Drainage or Detention; Landscape or Open Space
2018-07-19,77379,Unrestricted,1,Unrestricted
2018-07-19,77379,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-07-19,77380,Unrestricted,1,Unrestricted
2018-07-19,77389,Unrestricted,1,Unrestricted
2018-07-19,77396,Unrestricted,1,Unrestricted
2018-07-19,77406,Other,1,Street Dedication
2018-07-19,77406,Residential,1,Single Family Residential (Public Street)
2018-07-19,77407,Unrestricted,1,Unrestricted
2018-07-19,77407,Residential,1,Single Family Residential (Public Street)
2018-07-19,77407,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-07-19,77429,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-19,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-19,77433,Unrestricted,1,Unrestricted
2018-07-19,77433,Unrestricted,1,Unrestricted Intended for Multifamily
2018-07-19,77433,Residential,1,Single Family Residential (Public Street)
2018-07-19,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-19,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-19,77433,Residential,1,Single Family Residential (Public Street)
2018-07-19,77433,Residential,1,Single Family Residential (Public Street)
2018-07-19,77447,Residential,1,Compensating Open Space; Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2018-07-19,77447,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-19,77447,Residential,1,Single Family Residential (Public Street)
2018-07-19,77447,Unrestricted,1,Unrestricted
2018-07-19,77447,Unrestricted,1,Unrestricted
2018-07-19,77447,Unrestricted,1,Unrestricted; Drainage or Detention
2018-07-19,77449,Commercial,1,Commercial
2018-07-19,77449,Unrestricted,1,Unrestricted
2018-07-19,77450,Unrestricted,1,Unrestricted
2018-07-19,77484,Commercial,1,Commercial
2018-07-19,77484,Residential,1,Single Family Residential (Public Street)
2018-07-19,77493,Unrestricted,1,Unrestricted Intended for Multifamily
2018-07-19,77493,Other,1,General Plan
2018-07-19,77493,Unrestricted,1,Unrestricted
2018-07-19,77493,Residential,1,Single Family Residential (Public Street)
2018-07-19,77530,Unrestricted,1,Unrestricted; Drainage or Detention
2018-07-30,77002,Unrestricted,1,Unrestricted
2018-07-30,77003,Unrestricted,1,Unrestricted
2018-07-30,77003,Unrestricted,1,Unrestricted
2018-07-30,77004,Residential,1,Single Family Residential (Shared Driveways)
2018-07-30,77006,Residential,1,Single Family Residential (Public Street)
2018-07-30,77006,Residential,1,Single Family Residential (Public Street)
2018-07-30,77007,Residential,1,Single Family Residential (Public Street)
2018-07-30,77007,Residential,1,Single Family Residential (Shared Driveways)
2018-07-30,77008,Residential,1,Single Family Residential (Shared Driveways)
2018-07-30,77008,Commercial,1,Commercial
2018-07-30,77008,Unrestricted,1,Unrestricted
2018-07-30,77008,Commercial,1,Commercial
2018-07-30,77008,Other,1,Street Dedication
2018-07-30,77011,Residential,1,Single Family Residential (Public Street)
2018-07-30,77011,Residential,1,Single Family Residential (Public Street)
2018-07-30,77011,Commercial,1,Commercial
2018-07-30,77012,Commercial,1,Commercial
2018-07-30,77012,Unrestricted,1,Unrestricted
2018-07-30,77016,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-30,77017,Unrestricted,1,Unrestricted
2018-07-30,77017,Unrestricted,1,Unrestricted
2018-07-30,77017,Unrestricted,1,Unrestricted
2018-07-30,77018,Residential,1,Single Family Residential (Shared Driveways)
2018-07-30,77018,Unrestricted,1,Unrestricted
2018-07-30,77018,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-07-30,77019,Residential,1,Single Family Residential (Public Street)
2018-07-30,77020,Residential,1,Single Family Residential (Public Street)
2018-07-30,77020,Residential,1,Single Family Residential (Public Street)
2018-07-30,77021,Unrestricted,1,Unrestricted
2018-07-30,77021,Residential,1,Single Family Residential (Public Street)
2018-07-30,77022,Residential,1,Single Family Residential (Public Street)
2018-07-30,77023,Residential,1,Single Family Residential (Public Street)
2018-07-30,77026,Residential,1,Single Family Residential (Shared Driveways)
2018-07-30,77028,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-07-30,77030,Unrestricted,1,Unrestricted
2018-07-30,77030,Unrestricted,1,Unrestricted
2018-07-30,77032,Unrestricted,1,Unrestricted
2018-07-30,77032,Unrestricted,1,Unrestricted
2018-07-30,77033,Unrestricted,1,Unrestricted
2018-07-30,77035,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-07-30,77038,Unrestricted,1,Unrestricted
2018-07-30,77038,Unrestricted,1,Unrestricted
2018-07-30,77044,Unrestricted,1,Unrestricted
2018-07-30,77044,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-30,77045,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-07-30,77047,Unrestricted,1,Unrestricted
2018-07-30,77047,Unrestricted,1,Unrestricted
2018-07-30,77048,Residential,1,Single Family Residential (Public Street)
2018-07-30,77049,Other,1,Street Dedication
2018-07-30,77051,Residential,1,Single Family Residential (Public Street)
2018-07-30,77051,Residential,1,Residential Guest Parking; Single Family Residential (Shared Driveways)
2018-07-30,77051,Residential,1,Single Family Residential (Public Street)
2018-07-30,77055,Residential,1,Single Family Residential (Shared Driveways)
2018-07-30,77055,Residential,1,Single Family Residential (Shared Driveways)
2018-07-30,77064,Unrestricted,1,Unrestricted
2018-07-30,77066,Unrestricted,1,Unrestricted
2018-07-30,77066,Residential,1,Compensating Open Space; Single Family Residential (Public Street)
2018-07-30,77070,Unrestricted,1,Unrestricted
2018-07-30,77073,Commercial,1,Commercial
2018-07-30,77073,Other,1,General Plan
2018-07-30,77073,Residential,1,Single Family Residential (Public Street)
2018-07-30,77073,Residential,1,Single Family Residential (Public Street)
2018-07-30,77075,Residential,1,Single Family Residential (Shared Driveways)
2018-07-30,77077,Unrestricted,1,Unrestricted
2018-07-30,77078,Residential,1,Commercial; Drainage or Detention; Single Family Residential (PAE 1/PAE 2)
2018-07-30,77080,Unrestricted,1,Unrestricted Intended for Multifamily
2018-07-30,77080,Residential,1,Single Family Residential (Public Street)
2018-07-30,77080,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-07-30,77081,Unrestricted,1,Unrestricted
2018-07-30,77084,Other,1,General Plan
2018-07-30,77087,Unrestricted,1,Unrestricted
2018-07-30,77089,Unrestricted,1,Unrestricted
2018-07-30,77091,Residential,1,Single Family Residential (Shared Driveways)
2018-07-30,77091,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2018-07-30,77091,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-07-30,77093,Residential,1,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2018-07-30,77098,Unrestricted,1,Unrestricted Intended for Multifamily
2018-07-30,77098,Residential,1,Single Family Residential (Public Street)
2018-07-30,77098,Unrestricted,1,Unrestricted
2018-07-30,77098,Residential,1,Single Family Residential (Public Street)
2018-07-30,77336,Residential,1,Single Family Residential (Public Street)
2018-07-30,77336,Residential,1,Single Family Residential (Public Street)
2018-07-30,77336,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-07-30,77338,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-30,77346,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-07-30,77346,Other,1,Street Dedication
2018-07-30,77346,Other,1,General Plan
2018-07-30,77346,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2018-07-30,77346,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2018-07-30,77357,Residential,1,Single Family Residential (Public Street)
2018-07-30,77365,Residential,1,Unrestricted; Compensating Open Space; Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2018-07-30,77373,Unrestricted,1,Unrestricted
2018-07-30,77373,Residential,1,Single Family Residential (Public Street)
2018-07-30,77373,Other,1,General Plan
2018-07-30,77373,Unrestricted,1,Unrestricted
2018-07-30,77375,Unrestricted,1,Unrestricted
2018-07-30,77377,Other,1,Recreation
2018-07-30,77377,Residential,1,Single Family Residential (Public Street)
2018-07-30,77377,Other,1,General Plan
2018-07-30,77377,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-30,77389,Other,1,Street Dedication
2018-07-30,77389,Other,1,General Plan
2018-07-30,77396,Unrestricted,1,Unrestricted
2018-07-30,77406,Residential,1,Single Family Residential (Public Street)
2018-07-30,77407,Commercial,1,Commercial
2018-07-30,77407,Other,1,"Drainage or Detention; Water Treatment, Production or Repressurization"
2018-07-30,77407,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-30,77429,Commercial,1,Commercial
2018-07-30,77429,Residential,1,Single Family Residential (Public Street)
2018-07-30,77433,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-07-30,77433,Residential,1,Single Family Residential (Public Street)
2018-07-30,77433,Unrestricted,1,Unrestricted
2018-07-30,77433,Residential,1,Unrestricted; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2018-07-30,77447,Residential,1,Single Family Residential (Public Street)
2018-07-30,77449,Unrestricted,1,Unrestricted
2018-07-30,77449,Other,1,Landscape or Open Space; Street Dedication
2018-07-30,77493,Residential,1,Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2018-07-30,77493,Other,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space
2018-07-30,77493,Other,1,Landscape or Open Space
2018-07-30,77530,Residential,1,Single Family Residential (Public Street)
2018-07-30,77532,Residential,1,Compensating Open Space; Drainage or Detention; Lift Station; Single Family Residential (Public Street)
2018-07-30,77532,Unrestricted,1,Unrestricted
2018-08-13,77003,Unrestricted,1,Unrestricted
2018-08-13,77003,Unrestricted,1,Unrestricted Intended for Multifamily
2018-08-13,77003,Unrestricted,1,Unrestricted
2018-08-13,77004,Unrestricted,1,Unrestricted
2018-08-13,77004,Residential,1,Single Family Residential (Public Street)
2018-08-13,77006,Residential,1,Single Family Residential (Public Street)
2018-08-13,77006,Unrestricted,1,Unrestricted
2018-08-13,77006,Unrestricted,1,Unrestricted
2018-08-13,77006,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-08-13,77007,Unrestricted,1,Unrestricted
2018-08-13,77007,Residential,1,Single Family Residential (Public Street)
2018-08-13,77007,Residential,1,Single Family Residential (Public Street)
2018-08-13,77007,Unrestricted,1,Unrestricted Intended for Multifamily
2018-08-13,77007,Residential,1,Single Family Residential (Shared Driveways)
2018-08-13,77007,Unrestricted,1,Unrestricted
2018-08-13,77008,Residential,1,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2018-08-13,77008,Commercial,1,Commercial
2018-08-13,77008,Residential,1,Single Family Residential (Public Street)
2018-08-13,77008,Residential,1,Single Family Residential (Shared Driveways)
2018-08-13,77008,Unrestricted,1,Unrestricted
2018-08-13,77008,Commercial,1,Commercial
2018-08-13,77009,Commercial,1,Commercial
2018-08-13,77009,Unrestricted,1,Unrestricted
2018-08-13,77011,Residential,1,Single Family Residential (Public Street)
2018-08-13,77011,Residential,1,Single Family Residential (Public Street)
2018-08-13,77012,Commercial,1,Commercial
2018-08-13,77013,Commercial,1,Commercial
2018-08-13,77015,Commercial,1,Commercial
2018-08-13,77018,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-08-13,77018,Other,1,"Church, School and Institutional"
2018-08-13,77019,Residential,1,Single Family Residential (Public Street)
2018-08-13,77022,Residential,1,Single Family Residential (Public Street)
2018-08-13,77025,Residential,1,Single Family Residential (Public Street)
2018-08-13,77026,Residential,1,Single Family Residential (Public Street); Street Dedication
2018-08-13,77026,Residential,1,Single Family Residential (Shared Driveways)
2018-08-13,77028,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2018-08-13,77028,Residential,1,Single Family Residential (Public Street)
2018-08-13,77028,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-08-13,77032,Unrestricted,1,Unrestricted
2018-08-13,77034,Commercial,1,Commercial
2018-08-13,77038,Unrestricted,1,Unrestricted
2018-08-13,77044,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-08-13,77044,Unrestricted,1,Unrestricted
2018-08-13,77049,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-08-13,77049,Other,1,General Plan
2018-08-13,77051,Residential,1,Single Family Residential (Public Street)
2018-08-13,77055,Residential,1,Single Family Residential (Shared Driveways)
2018-08-13,77055,Residential,1,Single Family Residential (PAE 1/PAE 2)
2018-08-13,77057,Unrestricted,1,Unrestricted
2018-08-13,77065,Unrestricted,1,Unrestricted Intended for Multifamily
2018-08-13,77073,Residential,1,Single Family Residential (Public Street)
2018-08-13,77075,Residential,1,Single Family Residential (Shared Driveways)
2018-08-13,77076,Unrestricted,1,Unrestricted
2018-08-13,77078,Residential,1,Single Family Residential (Public Street)
2018-08-13,77078,Residential,1,Commercial; Drainage or Detention; Single Family Residential (PAE 1/PAE 2)
2018-08-13,77080,Other,1,Recreation
2018-08-13,77083,Unrestricted,1,Unrestricted Intended for Multifamily
2018-08-13,77083,Unrestricted,1,Unrestricted Intended for Multifamily
2018-08-13,77083,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2018-08-13,77083,Unrestricted,1,Unrestricted
2018-08-13,77088,Residential,1,Single Family Residential (Public Street)
2018-08-13,77091,Residential,1,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2)
2018-08-13,77091,Residential,1,Single Family Residential (Shared Driveways)
2018-08-13,77092,Unrestricted,1,Unrestricted
2018-08-13,77096,Commercial,1,Commercial
2018-08-13,77098,Residential,1,Single Family Residential (Public Street)
2018-08-13,77098,Residential,1,Single Family Residential (Public Street)
2018-08-13,77098,Unrestricted,1,Unrestricted
2018-08-13,77098,Residential,1,Single Family Residential (Public Street)
2018-08-13,77336,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-08-13,77336,Residential,1,Single Family Residential (Public Street)
2018-08-13,77336,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-08-13,77336,Residential,1,Single Family Residential (Public Street)
2018-08-13,77338,Unrestricted,1,Unrestricted
2018-08-13,77346,Residential,1,Single Family Residential (Public Street)
2018-08-13,77346,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2018-08-13,77346,Unrestricted,1,Unrestricted
2018-08-13,77346,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2018-08-13,77346,Other,1,General Plan
2018-08-13,77346,Commercial,1,Commercial
2018-08-13,77346,Residential,1,Single Family Residential (Public Street)
2018-08-13,77365,Residential,1,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2018-08-13,77365,Other,1,General Plan
2018-08-13,77365,Unrestricted,1,Unrestricted
2018-08-13,77365,Residential,1,Unrestricted; Compensating Open Space; Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2018-08-13,77373,Other,1,General Plan
2018-08-13,77375,Other,1,Street Dedication
2018-08-13,77375,Residential,1,Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2018-08-13,77375,Residential,1,Single Family Residential (Public Street)
2018-08-13,77377,Residential,1,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2018-08-13,77377,Unrestricted,1,Unrestricted
2018-08-13,77377,Unrestricted,1,Unrestricted
2018-08-13,77389,Commercial,1,Commercial
2018-08-13,77396,Unrestricted,1,Unrestricted
2018-08-13,77406,Other,1,Street Dedication
2018-08-13,77407,Commercial,1,Commercial
2018-08-13,77407,Unrestricted,1,Unrestricted
2018-08-13,77407,Other,1,General Plan
2018-08-13,77407,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-08-13,77407,Residential,1,Single Family Residential (Public Street)
2018-08-13,77407,Other,1,Landscape or Open Space; Lift Station; Recreation; Street Dedication
2018-08-13,77407,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-08-13,77407,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-08-13,77407,Unrestricted,1,Unrestricted
2018-08-13,77407,Other,1,Landscape or Open Space
2018-08-13,77429,Commercial,1,Commercial
2018-08-13,77433,Unrestricted,1,Unrestricted
2018-08-13,77433,Residential,1,Unrestricted; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2)
2018-08-13,77433,Other,1,Street Dedication
2018-08-13,77433,Residential,1,Compensating Open Space; Landscape or Open Space; Recreation; Single Family Residential (Public Street)
2018-08-13,77433,Residential,1,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street)
2018-08-13,77433,Other,1,General Plan
2018-08-13,77447,Other,1,Drainage or Detention
2018-08-13,77447,Commercial,1,Commercial
2018-08-13,77447,Other,1,Drainage or Detention
2018-08-13,77447,Other,1,Drainage or Detention
2018-08-13,77449,Unrestricted,1,Unrestricted
2018-08-13,77449,Residential,1,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street)
2018-08-13,77449,Residential,1,Single Family Residential (Public Street)
2018-08-13,77449,Residential,1,Single Family Residential (Public Street)
2018-08-13,77449,Other,1,Street Dedication
2018-08-13,77493,Residential,1,Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street)
2018-08-13,77493,Residential,1,Landscape or Open Space; Single Family Residential (Public Street)
2018-08-13,77532,Residential,1,Single Family Residential (Public Street)
2018-08-13,77532,Unrestricted,1,Unrestricted
2018-08-13,77532,Residential,1,Compensating Open Space; Drainage or Detention; Lift Station; Single Family Residential (Public Street)
2018-08-27,77002,Unrestricted,1,Unrestricted
2018-08-27,77003,Residential,1,Single Family Residential (Shared Driveways)
2018-08-27,77003,Residential,1,Single Family Residential (Shared Driveways)
2018-08-27,77003,Residential,1,Single Family Residential (Shared Driveways)
2018-08-27,77003,Unrestricted,1,Unrestricted
2018-08-27,77003,Residential,1,Single Family Residential (Shared Driveways)
2018-08-27,77003,Residential,1,Single Family Residential (Shared Driveways)
