Zip Code,Size of adjusted gross income,Number of returns,Real estate taxes,Mortgage interest paid,Total Charitable Contributions,Taxable income,Income tax
,,,,,,,
,,-1,-40,-44,-46,-48,-66
77837,"$50,000 under $75,000",50,0,273,0,2057,269
77837,"$75,000 under $100,000",40,96,0,101,2636,383
77837,"$100,000 under $200,000",40,0,0,0,5501,958
77837,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77840,,11290,3891,4464,7655,252341,40620
77840,"$1 under $25,000",6880,152,263,142,21729,1775
77840,"$25,000 under $50,000",2450,366,572,564,48236,5057
77840,"$50,000 under $75,000",830,460,513,813,34789,4592
77840,"$75,000 under $100,000",400,462,545,605,25798,3813
77840,"$100,000 under $200,000",550,1313,1475,2025,59596,10439
77840,"$200,000 or more",180,1138,1096,3506,62193,14944
,,,,,,,
77845,,21360,42049,56247,45681,1450803,279427
77845,"$1 under $25,000",6820,985,1278,493,19004,1632
77845,"$25,000 under $50,000",3780,2703,4055,1681,73279,7482
77845,"$50,000 under $75,000",2720,4265,6820,2949,107345,12650
77845,"$75,000 under $100,000",2420,5613,8997,4346,147000,18606
77845,"$100,000 under $200,000",3950,15288,21427,13502,419557,71559
77845,"$200,000 or more",1670,13195,13670,22710,684618,167498
,,,,,,,
77853,,460,186,285,169,14902,2574
77853,"$1 under $25,000",180,0,0,0,361,31
77853,"$25,000 under $50,000",140,0,150,88,2519,254
77853,"$50,000 under $75,000",60,79,0,0,2440,309
77853,"$75,000 under $100,000",40,0,135,81,2493,346
77853,"$100,000 under $200,000",40,107,0,0,7089,1634
77853,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77856,,1910,942,2098,1547,70045,11030
77856,"$1 under $25,000",750,60,0,58,1540,143
77856,"$25,000 under $50,000",410,126,387,143,7303,724
77856,"$50,000 under $75,000",270,154,339,269,10536,1242
77856,"$75,000 under $100,000",210,157,415,277,12851,1599
77856,"$100,000 under $200,000",210,326,745,461,21323,3591
77856,"$200,000 or more",60,119,212,339,16492,3731
,,,,,,,
77857,,350,143,335,288,13986,2313
77857,"$1 under $25,000",140,0,0,0,330,31
77857,"$25,000 under $50,000",70,0,0,142,1244,133
77857,"$50,000 under $75,000",50,67,0,0,1849,205
77857,"$75,000 under $100,000",40,0,335,0,2236,301
77857,"$100,000 under $200,000",50,76,0,146,8327,1643
77857,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77859,,2980,964,1787,1401,69354,10216
77859,"$1 under $25,000",1520,130,195,86,3042,249
77859,"$25,000 under $50,000",750,157,288,267,12703,1245
77859,"$50,000 under $75,000",350,151,317,259,13463,1578
77859,"$75,000 under $100,000",160,129,293,215,9981,1365
77859,"$100,000 under $200,000",160,254,694,429,16921,2852
77859,"$200,000 or more",40,143,0,145,13244,2927
,,,,,,,
77861,,1020,658,1267,954,45687,7915
77861,"$1 under $25,000",360,0,0,0,802,73
77861,"$25,000 under $50,000",240,111,189,183,4388,445
77861,"$50,000 under $75,000",140,51,137,0,5811,706
77861,"$75,000 under $100,000",110,77,180,80,7033,971
77861,"$100,000 under $200,000",130,265,515,243,13456,2269
77861,"$200,000 or more",40,154,246,448,14197,3451
,,,,,,,
77864,,3350,1332,2026,3399,92568,15673
77864,"$1 under $25,000",1650,85,193,120,3626,303
77864,"$25,000 under $50,000",850,188,369,265,13537,1217
77864,"$50,000 under $75,000",380,225,346,499,14403,1664
77864,"$75,000 under $100,000",200,211,370,358,11612,1547
77864,"$100,000 under $200,000",180,316,394,564,18870,3232
77864,"$200,000 or more",90,307,354,1593,30520,7710
,,,,,,,
77865,,680,170,510,355,20960,3002
77865,"$1 under $25,000",260,46,0,0,627,56
77865,"$25,000 under $50,000",180,0,0,103,3096,311
77865,"$50,000 under $75,000",90,46,272,142,3453,407
77865,"$75,000 under $100,000",60,0,0,0,3927,504
77865,"$100,000 under $200,000",90,78,238,110,9857,1724
77865,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77868,,5760,2256,4228,3656,175113,27949
77868,"$1 under $25,000",2520,135,240,182,6306,558
77868,"$25,000 under $50,000",1680,356,814,572,30063,2930
77868,"$50,000 under $75,000",740,363,725,528,28578,3347
77868,"$75,000 under $100,000",390,409,817,637,23637,3074
77868,"$100,000 under $200,000",330,549,1031,899,33549,5682
77868,"$200,000 or more",100,444,601,838,52980,12358
,,,,,,,
77871,,1500,832,1671,1737,61499,10572
77871,"$1 under $25,000",560,69,141,129,996,98
77871,"$25,000 under $50,000",320,137,232,277,5555,571
77871,"$50,000 under $75,000",220,129,197,258,8377,1013
77871,"$75,000 under $100,000",160,130,361,294,10338,1432
77871,"$100,000 under $200,000",190,227,740,459,19832,3295
77871,"$200,000 or more",50,140,0,320,16401,4163
,,,,,,,
77872,,770,302,490,820,27317,4625
77872,"$1 under $25,000",310,0,0,0,626,57
77872,"$25,000 under $50,000",190,56,115,77,3455,360
77872,"$50,000 under $75,000",100,56,226,91,3876,476
77872,"$75,000 under $100,000",80,70,0,85,4723,629
77872,"$100,000 under $200,000",70,120,149,567,7122,1215
77872,"$200,000 or more",20,0,0,0,7515,1888
,,,,,,,
77873,,530,226,594,334,18721,3005
77873,"$1 under $25,000",210,51,0,52,399,37
77873,"$25,000 under $50,000",120,0,258,0,2265,240
77873,"$50,000 under $75,000",80,53,0,83,3158,393
77873,"$75,000 under $100,000",50,0,0,0,2993,391
77873,"$100,000 under $200,000",70,122,336,199,9906,1944
77873,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77879,,1940,616,1139,1025,56087,9449
77879,"$1 under $25,000",870,36,0,0,1874,162
77879,"$25,000 under $50,000",520,118,317,282,9869,1079
77879,"$50,000 under $75,000",270,178,317,151,11337,1463
77879,"$75,000 under $100,000",140,63,182,133,8675,1126
77879,"$100,000 under $200,000",110,221,323,459,11297,1922
77879,"$200,000 or more",30,0,0,0,13035,3697
,,,,,,,
77880,,810,768,1366,979,30631,6646
77880,"$1 under $25,000",320,0,0,0,768,65
77880,"$25,000 under $50,000",230,94,195,133,4177,418
77880,"$50,000 under $75,000",100,77,257,132,3640,434
77880,"$75,000 under $100,000",60,108,153,147,3634,487
77880,"$100,000 under $200,000",60,192,320,148,5898,899
77880,"$200,000 or more",40,297,441,419,12514,4343
,,,,,,,
77901,,18280,5357,6989,6598,436303,68038
77901,"$1 under $25,000",9300,294,399,373,23862,2116
77901,"$25,000 under $50,000",4680,788,1085,656,88031,8985
77901,"$50,000 under $75,000",2090,819,1211,1121,84312,10442
77901,"$75,000 under $100,000",1060,845,1259,1022,66122,9059
77901,"$100,000 under $200,000",970,1607,2231,1657,97562,16642
77901,"$200,000 or more",180,1004,804,1769,76414,20794
,,,,,,,
77904,,11770,14569,16339,15763,729036,144342
77904,"$1 under $25,000",3820,517,447,376,10354,922
77904,"$25,000 under $50,000",2230,1087,1336,860,43518,4569
77904,"$50,000 under $75,000",1630,1751,2238,1391,67903,8624
77904,"$75,000 under $100,000",1380,1821,2271,1693,87546,11915
77904,"$100,000 under $200,000",2050,5098,6232,5049,215652,37132
77904,"$200,000 or more",660,4295,3815,6394,304063,81180
,,,,,,,
77905,,6530,3435,6285,5358,307646,55792
77905,"$1 under $25,000",2250,159,292,147,5646,525
77905,"$25,000 under $50,000",1410,296,527,289,27262,2868
77905,"$50,000 under $75,000",960,506,1046,475,39186,4835
77905,"$75,000 under $100,000",760,538,1074,537,48121,6569
77905,"$100,000 under $200,000",960,1318,2470,1629,98639,16654
77905,"$200,000 or more",190,618,876,2281,88792,24341
,,,,,,,
77954,,4580,1745,2663,6725,291746,69062
77954,"$1 under $25,000",1940,49,0,101,4725,437
77954,"$25,000 under $50,000",1070,128,404,190,19548,2000
77954,"$50,000 under $75,000",590,424,672,305,23982,3009
77954,"$75,000 under $100,000",370,193,393,321,23368,3141
77954,"$100,000 under $200,000",380,296,650,766,40734,7037
77954,"$200,000 or more",230,655,544,5042,179389,53438
,,,,,,,
77957,,3660,1275,1959,2145,122055,18144
77957,"$1 under $25,000",1470,76,86,89,3316,285
77957,"$25,000 under $50,000",870,129,254,146,16125,1668
77957,"$50,000 under $75,000",550,160,323,369,22384,2675
77957,"$75,000 under $100,000",360,202,331,313,22384,2837
77957,"$100,000 under $200,000",340,481,751,724,35260,5826
77957,"$200,000 or more",70,227,214,504,22586,4853
,,,,,,,
77962,,1570,515,829,762,60339,9328
77962,"$1 under $25,000",500,46,0,98,1109,101
77962,"$25,000 under $50,000",390,0,0,0,7571,766
77962,"$50,000 under $75,000",290,62,207,105,11618,1358
77962,"$75,000 under $100,000",170,79,142,67,10270,1300
77962,"$100,000 under $200,000",180,216,480,268,17828,2852
77962,"$200,000 or more",40,112,0,224,11943,2951
,,,,,,,
77963,,2360,686,1416,1501,102861,15696
77963,"$1 under $25,000",950,52,0,80,2243,205
77963,"$25,000 under $50,000",510,92,224,161,9946,1048
77963,"$50,000 under $75,000",320,95,204,126,13108,1637
77963,"$75,000 under $100,000",250,100,224,191,16244,2205
77963,"$100,000 under $200,000",280,233,764,446,29278,4983
77963,"$200,000 or more",50,114,0,497,32042,5618
,,,,,,,
77964,,3590,1289,2176,1830,179457,33296
77964,"$1 under $25,000",1410,67,0,108,3436,311
77964,"$25,000 under $50,000",760,133,229,137,14491,1508
77964,"$50,000 under $75,000",520,171,299,221,21475,2656
77964,"$75,000 under $100,000",360,153,316,139,22826,2920
77964,"$100,000 under $200,000",430,493,920,738,45119,7650
77964,"$200,000 or more",110,272,412,487,72110,18251
,,,,,,,
77968,,1240,1262,2077,1381,73455,13647
77968,"$1 under $25,000",380,0,0,69,1172,111
77968,"$25,000 under $50,000",230,70,0,0,4399,468
77968,"$50,000 under $75,000",160,102,239,99,6691,815
77968,"$75,000 under $100,000",150,177,290,136,9372,1207
77968,"$100,000 under $200,000",250,546,1037,551,26000,4315
77968,"$200,000 or more",70,367,511,526,25821,6731
,,,,,,,
77971,,410,0,0,0,14488,2138
77971,"$1 under $25,000",150,0,0,0,389,38
77971,"$25,000 under $50,000",90,0,0,0,1719,164
77971,"$50,000 under $75,000",70,0,0,0,2647,295
77971,"$75,000 under $100,000",40,0,0,0,2499,317
77971,"$100,000 under $200,000",60,0,0,0,7234,1324
77971,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77974,,220,56,0,105,11991,2101
77974,"$1 under $25,000",70,0,0,0,158,0
77974,"$25,000 under $50,000",40,0,0,0,689,77
77974,"$50,000 under $75,000",50,0,0,105,2480,328
77974,"$75,000 under $100,000",0,0,0,0,0,0
77974,"$100,000 under $200,000",60,56,0,0,8664,1696
77974,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77975,,830,246,541,223,33949,5782
77975,"$1 under $25,000",300,32,0,18,809,82
77975,"$25,000 under $50,000",210,0,0,0,4160,455
77975,"$50,000 under $75,000",120,72,239,92,4846,612
77975,"$75,000 under $100,000",90,0,0,0,5607,675
77975,"$100,000 under $200,000",80,142,302,113,9160,1613
77975,"$200,000 or more",30,0,0,0,9367,2345
,,,,,,,
77979,,7630,2220,3356,3308,245207,39169
77979,"$1 under $25,000",3280,141,192,123,7410,662
77979,"$25,000 under $50,000",1840,258,367,391,32816,3283
77979,"$50,000 under $75,000",1000,283,452,359,40755,5021
77979,"$75,000 under $100,000",670,320,547,376,42666,5813
77979,"$100,000 under $200,000",720,796,1333,1298,73892,12405
77979,"$200,000 or more",120,422,465,761,47668,11985
,,,,,,,
77983,,860,180,313,224,22969,3294
77983,"$1 under $25,000",400,27,0,0,720,65
77983,"$25,000 under $50,000",190,0,127,116,3379,353
77983,"$50,000 under $75,000",120,76,0,0,4938,597
77983,"$75,000 under $100,000",60,0,186,108,3657,493
77983,"$100,000 under $200,000",90,77,0,0,10275,1786
77983,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77984,,1980,802,1338,2093,109408,22562
77984,"$1 under $25,000",730,0,0,0,2147,208
77984,"$25,000 under $50,000",440,89,149,69,8632,908
77984,"$50,000 under $75,000",300,82,180,149,12578,1529
77984,"$75,000 under $100,000",190,115,245,117,11627,1494
77984,"$100,000 under $200,000",230,237,523,325,25292,4344
77984,"$200,000 or more",90,279,241,1433,49132,14079
,,,,,,,
77990,,300,0,0,0,9592,1547
77990,"$1 under $25,000",110,0,0,0,166,15
77990,"$25,000 under $50,000",80,0,0,0,1475,158
77990,"$50,000 under $75,000",60,0,0,0,2210,275
77990,"$75,000 under $100,000",20,0,0,0,1517,199
77990,"$100,000 under $200,000",30,0,0,0,4224,900
77990,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77994,,170,0,0,385,19742,4641
77994,"$1 under $25,000",60,0,0,0,152,0
77994,"$25,000 under $50,000",30,0,0,0,683,86
77994,"$50,000 under $75,000",30,0,0,385,1579,205
77994,"$75,000 under $100,000",0,0,0,0,0,0
77994,"$100,000 under $200,000",20,0,0,0,2833,496
77994,"$200,000 or more",30,0,0,0,14495,3854
,,,,,,,
77995,,4140,1464,2231,3629,190734,39682
77995,"$1 under $25,000",1800,89,0,94,4049,374
77995,"$25,000 under $50,000",950,132,261,242,16617,1691
77995,"$50,000 under $75,000",540,163,319,210,21438,2553
77995,"$75,000 under $100,000",330,205,316,302,20251,2578
77995,"$100,000 under $200,000",360,529,849,606,39221,6656
77995,"$200,000 or more",160,346,486,2175,89158,25830
,,,,,,,
78002,,2930,880,1777,753,55278,7024
78002,"$1 under $25,000",1500,81,136,0,3422,290
78002,"$25,000 under $50,000",780,171,400,174,12332,1101
78002,"$50,000 under $75,000",340,202,433,169,13330,1603
78002,"$75,000 under $100,000",170,147,304,164,10543,1322
78002,"$100,000 under $200,000",140,279,504,246,15651,2708
78002,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78003,,4050,4257,6737,3623,140457,23781
78003,"$1 under $25,000",1710,377,611,186,3641,344
78003,"$25,000 under $50,000",930,494,925,296,16837,1803
78003,"$50,000 under $75,000",590,833,1354,384,23614,2953
78003,"$75,000 under $100,000",330,622,1121,397,19728,2679
78003,"$100,000 under $200,000",380,1099,1936,710,39813,6783
78003,"$200,000 or more",110,832,790,1650,36824,9219
,,,,,,,
78004,,290,566,927,420,18545,3615
78004,"$1 under $25,000",90,0,0,0,280,28
78004,"$25,000 under $50,000",40,0,0,0,850,98
78004,"$50,000 under $75,000",40,197,283,90,1632,216
78004,"$75,000 under $100,000",30,0,0,0,1526,208
78004,"$100,000 under $200,000",70,369,644,330,7533,1339
78004,"$200,000 or more",20,0,0,0,6724,1726
,,,,,,,
78005,,310,113,280,96,10177,1564
78005,"$1 under $25,000",120,0,0,0,227,23
78005,"$25,000 under $50,000",80,0,0,0,1598,164
78005,"$50,000 under $75,000",40,0,0,96,1757,203
78005,"$75,000 under $100,000",30,113,280,0,2044,291
78005,"$100,000 under $200,000",40,0,0,0,4551,883
78005,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78006,,14900,38928,55549,44376,1322467,290920
78006,"$1 under $25,000",4710,1324,1649,615,12307,1139
78006,"$25,000 under $50,000",2720,2084,2973,1289,51019,5430
78006,"$50,000 under $75,000",1810,3010,4855,2165,71095,8751
78006,"$75,000 under $100,000",1470,3989,6340,2760,88067,11533
78006,"$100,000 under $200,000",2700,12737,20032,10313,282133,47897
78006,"$200,000 or more",1490,15784,19700,27234,817846,216170
,,,,,,,
78008,,130,0,0,0,35401,9202
78008,"$1 under $25,000",50,0,0,0,134,0
78008,"$25,000 under $50,000",40,0,0,0,1155,160
78008,"$50,000 under $75,000",0,0,0,0,0,0
78008,"$75,000 under $100,000",20,0,0,0,1714,289
78008,"$100,000 under $200,000",0,0,0,0,0,0
78008,"$200,000 or more",20,0,0,0,32398,8753
,,,,,,,
78009,,3480,3418,5234,2591,136606,22797
78009,"$1 under $25,000",1310,171,283,82,3364,307
78009,"$25,000 under $50,000",790,404,752,254,14190,1364
78009,"$50,000 under $75,000",510,433,753,317,20504,2519
78009,"$75,000 under $100,000",340,628,919,412,20803,2797
78009,"$100,000 under $200,000",430,1288,2030,935,44501,7443
78009,"$200,000 or more",100,494,497,591,33244,8367
,,,,,,,
78010,,1380,952,1462,1040,46593,7740
78010,"$1 under $25,000",630,0,0,0,1562,138
78010,"$25,000 under $50,000",340,120,207,100,5688,570
78010,"$50,000 under $75,000",170,101,275,104,6694,815
78010,"$75,000 under $100,000",110,114,178,109,6880,939
78010,"$100,000 under $200,000",100,296,802,296,9704,1608
78010,"$200,000 or more",30,321,0,431,16065,3670
,,,,,,,
78011,,860,154,285,807,35997,7349
78011,"$1 under $25,000",380,0,0,41,973,92
78011,"$25,000 under $50,000",220,68,124,0,3993,375
78011,"$50,000 under $75,000",120,0,0,0,5002,594
78011,"$75,000 under $100,000",60,0,0,0,3593,470
78011,"$100,000 under $200,000",60,86,161,766,6256,1018
78011,"$200,000 or more",20,0,0,0,16180,4800
,,,,,,,
78012,,200,0,0,0,5258,606
78012,"$1 under $25,000",100,0,0,0,196,20
78012,"$25,000 under $50,000",50,0,0,0,949,100
78012,"$50,000 under $75,000",20,0,0,0,1028,128
78012,"$75,000 under $100,000",30,0,0,0,3085,358
78012,"$100,000 under $200,000",0,0,0,0,0,0
78012,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78013,,2550,2302,3931,2687,130792,18262
78013,"$1 under $25,000",1070,181,194,105,2519,226
78013,"$25,000 under $50,000",630,223,423,248,10632,1032
78013,"$50,000 under $75,000",310,279,512,257,11923,1401
78013,"$75,000 under $100,000",200,379,709,337,12082,1583
78013,"$100,000 under $200,000",240,675,1240,650,24417,3983
78013,"$200,000 or more",100,565,853,1090,69219,10037
,,,,,,,
78014,,2010,500,667,2043,163119,43211
78014,"$1 under $25,000",970,0,0,0,2088,179
78014,"$25,000 under $50,000",490,86,256,94,8708,858
78014,"$50,000 under $75,000",220,57,0,129,8297,995
78014,"$75,000 under $100,000",150,52,117,146,8918,1225
78014,"$100,000 under $200,000",110,59,294,178,11741,2100
78014,"$200,000 or more",70,246,0,1496,123367,37854
,,,,,,,
78015,,5530,24482,30298,20887,704829,160906
78015,"$1 under $25,000",1270,564,541,158,2748,261
78015,"$25,000 under $50,000",620,1074,1262,398,11380,1213
78015,"$50,000 under $75,000",530,1671,1981,738,20238,2504
78015,"$75,000 under $100,000",560,2323,3036,1093,32541,4206
78015,"$100,000 under $200,000",1490,8950,11280,5764,160262,27568
78015,"$200,000 or more",1060,9900,12198,12736,477660,125154
,,,,,,,
78016,,4130,1781,3078,2176,130383,20687
78016,"$1 under $25,000",1700,94,105,114,4123,385
78016,"$25,000 under $50,000",1120,274,505,331,19883,2010
78016,"$50,000 under $75,000",570,247,455,229,22892,2788
78016,"$75,000 under $100,000",340,292,615,285,20756,2729
78016,"$100,000 under $200,000",320,591,1136,697,31460,5111
78016,"$200,000 or more",80,283,262,520,31269,7664
,,,,,,,
78017,,1570,260,338,1198,57562,11240
78017,"$1 under $25,000",710,0,0,0,1494,135
78017,"$25,000 under $50,000",430,62,151,159,6818,642
78017,"$50,000 under $75,000",220,82,0,152,8372,960
78017,"$75,000 under $100,000",100,0,187,224,5847,760
78017,"$100,000 under $200,000",70,116,0,663,7094,1208
78017,"$200,000 or more",40,0,0,0,27937,7535
,,,,,,,
78022,,2180,571,1403,1608,131784,27757
78022,"$1 under $25,000",870,46,0,0,1957,184
78022,"$25,000 under $50,000",490,47,207,123,9458,995
78022,"$50,000 under $75,000",280,63,170,85,11653,1444
78022,"$75,000 under $100,000",180,54,275,109,11700,1638
78022,"$100,000 under $200,000",260,141,429,495,27363,4694
78022,"$200,000 or more",100,220,322,796,69653,18802
,,,,,,,
78023,,12000,38801,54982,22677,851479,162090
78023,"$1 under $25,000",3140,911,1438,308,8272,737
78023,"$25,000 under $50,000",1730,2207,3122,903,33581,3559
78023,"$50,000 under $75,000",1470,3946,5617,1577,56116,6860
78023,"$75,000 under $100,000",1390,5214,7631,2518,82294,10592
78023,"$100,000 under $200,000",3290,17707,25886,9528,340715,57684
78023,"$200,000 or more",980,8816,11288,7843,330501,82658
,,,,,,,
78024,,750,1331,1437,2188,51915,10388
78024,"$1 under $25,000",260,0,0,0,660,60
78024,"$25,000 under $50,000",150,206,279,68,2482,253
78024,"$50,000 under $75,000",100,124,0,160,3716,451
78024,"$75,000 under $100,000",70,141,188,195,4257,549
78024,"$100,000 under $200,000",110,436,479,515,11868,2029
78024,"$200,000 or more",60,424,491,1250,28932,7046
,,,,,,,
78025,,2280,1640,1878,2399,79586,13456
78025,"$1 under $25,000",1060,106,173,124,2311,209
78025,"$25,000 under $50,000",610,195,276,211,10251,1020
78025,"$50,000 under $75,000",260,160,271,197,10072,1194
78025,"$75,000 under $100,000",160,296,317,265,9612,1260
78025,"$100,000 under $200,000",140,476,619,384,14942,2590
78025,"$200,000 or more",50,407,222,1218,32398,7183
,,,,,,,
78026,,2520,826,1492,1685,126328,25771
78026,"$1 under $25,000",970,39,0,52,2207,206
78026,"$25,000 under $50,000",600,108,286,97,11231,1154
78026,"$50,000 under $75,000",370,117,200,109,14881,1801
78026,"$75,000 under $100,000",260,146,336,140,15794,2086
78026,"$100,000 under $200,000",240,236,670,393,24189,4014
78026,"$200,000 or more",80,180,0,894,58026,16510
,,,,,,,
78027,,250,218,388,207,11494,2111
78027,"$1 under $25,000",80,0,0,0,196,16
78027,"$25,000 under $50,000",60,64,0,0,1218,138
78027,"$50,000 under $75,000",30,0,0,0,1202,160
78027,"$75,000 under $100,000",30,0,388,0,1558,214
78027,"$100,000 under $200,000",50,154,0,207,7320,1583
78027,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78028,,17080,18121,21304,24761,685303,123623
78028,"$1 under $25,000",7330,1146,1323,905,18375,1660
78028,"$25,000 under $50,000",4070,2076,2644,2098,73183,7589
78028,"$50,000 under $75,000",2150,2515,3391,2366,85408,10588
78028,"$75,000 under $100,000",1370,2658,3337,2866,84001,11053
78028,"$100,000 under $200,000",1580,5532,6583,6410,162824,26945
78028,"$200,000 or more",580,4194,4026,10116,261512,65788
,,,,,,,
78039,,880,309,595,214,23079,3198
78039,"$1 under $25,000",390,0,124,33,1004,83
78039,"$25,000 under $50,000",240,66,0,0,4448,452
78039,"$50,000 under $75,000",100,133,258,89,4171,526
78039,"$75,000 under $100,000",70,0,0,0,4522,589
78039,"$100,000 under $200,000",80,110,213,92,8934,1548
78039,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78040,,15920,1818,2574,1457,164786,22001
78040,"$1 under $25,000",11180,155,328,68,17332,1375
78040,"$25,000 under $50,000",3300,326,478,344,49032,4249
78040,"$50,000 under $75,000",870,458,592,377,33948,4067
78040,"$75,000 under $100,000",290,243,369,211,17986,2405
78040,"$100,000 under $200,000",210,267,518,197,20615,3304
78040,"$200,000 or more",70,369,289,260,25873,6601
,,,,,,,
78041,,19980,15393,20505,8194,597417,103662
78041,"$1 under $25,000",10750,724,967,252,20412,1645
78041,"$25,000 under $50,000",4580,1740,2515,713,74991,6680
78041,"$50,000 under $75,000",1850,2076,3007,955,71378,8314
78041,"$75,000 under $100,000",1050,1974,3268,1009,62906,8283
78041,"$100,000 under $200,000",1290,4684,7096,1982,132997,21919
78041,"$200,000 or more",460,4195,3652,3283,234733,56821
,,,,,,,
78043,,16940,4907,8217,4136,289390,43095
78043,"$1 under $25,000",10070,278,556,204,17325,1348
78043,"$25,000 under $50,000",4010,1058,1904,765,61388,5178
78043,"$50,000 under $75,000",1480,1072,1970,669,56922,6428
78043,"$75,000 under $100,000",700,750,1476,521,42994,5729
78043,"$100,000 under $200,000",550,1031,1766,706,54511,9256
78043,"$200,000 or more",130,718,545,1271,56250,15156
,,,,,,,
78045,,25630,27745,47315,14741,914669,148666
78045,"$1 under $25,000",10940,1107,2189,398,21936,1790
78045,"$25,000 under $50,000",5860,3524,6612,1274,93867,7884
78045,"$50,000 under $75,000",3190,4489,8543,1995,120119,13127
78045,"$75,000 under $100,000",2460,5305,10133,2426,144849,17845
78045,"$100,000 under $200,000",2600,8344,14553,4152,253184,40347
78045,"$200,000 or more",580,4976,5285,4496,280714,67673
,,,,,,,
78046,,23870,4365,9465,3062,254797,25796
78046,"$1 under $25,000",14990,360,749,144,22498,1610
78046,"$25,000 under $50,000",5760,1380,3086,783,76373,5450
78046,"$50,000 under $75,000",1900,1209,2503,920,66230,6215
78046,"$75,000 under $100,000",750,695,1505,576,42369,4883
78046,"$100,000 under $200,000",440,721,1622,639,40280,6128
78046,"$200,000 or more",30,0,0,0,7047,1510
,,,,,,,
78052,,3050,1580,3341,1272,89507,13309
78052,"$1 under $25,000",1260,61,133,38,2908,261
78052,"$25,000 under $50,000",840,225,544,155,15130,1509
78052,"$50,000 under $75,000",400,258,521,226,16049,1904
78052,"$75,000 under $100,000",260,358,765,224,15437,1934
78052,"$100,000 under $200,000",260,532,1378,629,26109,4297
78052,"$200,000 or more",30,146,0,0,13874,3404
,,,,,,,
78055,,720,729,965,981,39405,6912
78055,"$1 under $25,000",300,45,223,0,676,61
78055,"$25,000 under $50,000",170,101,0,96,2922,309
78055,"$50,000 under $75,000",110,215,328,150,4264,503
78055,"$75,000 under $100,000",60,0,0,0,3952,556
78055,"$100,000 under $200,000",50,368,414,229,5100,826
78055,"$200,000 or more",30,0,0,506,22491,4657
,,,,,,,
78056,,840,2360,4419,1089,57868,9703
78056,"$1 under $25,000",220,0,0,0,678,65
78056,"$25,000 under $50,000",120,163,231,22,2106,232
78056,"$50,000 under $75,000",110,254,403,102,4573,583
78056,"$75,000 under $100,000",100,313,602,159,5576,709
78056,"$100,000 under $200,000",230,1240,2468,620,24476,4161
78056,"$200,000 or more",60,390,715,186,20459,3953
,,,,,,,
78057,,430,134,322,124,12408,1789
78057,"$1 under $25,000",160,0,0,0,383,37
78057,"$25,000 under $50,000",110,44,0,61,1755,178
78057,"$50,000 under $75,000",80,0,322,0,3172,404
78057,"$75,000 under $100,000",40,90,0,63,2411,321
78057,"$100,000 under $200,000",40,0,0,0,4687,849
78057,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78058,,520,396,746,361,19831,3440
78058,"$1 under $25,000",210,0,107,92,458,43
78058,"$25,000 under $50,000",140,101,0,0,2558,264
78058,"$50,000 under $75,000",70,95,235,87,2593,303
78058,"$75,000 under $100,000",40,0,0,0,2491,301
78058,"$100,000 under $200,000",60,200,404,182,11731,2529
78058,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78059,,2130,882,1893,745,53209,7327
78059,"$1 under $25,000",930,51,151,0,2107,181
78059,"$25,000 under $50,000",580,142,270,181,10344,997
78059,"$50,000 under $75,000",280,156,336,152,11270,1347
78059,"$75,000 under $100,000",180,205,430,162,11447,1533
78059,"$100,000 under $200,000",160,328,706,250,18041,3269
78059,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78061,,3980,695,1112,1914,109261,20046
78061,"$1 under $25,000",2030,0,0,69,4195,377
78061,"$25,000 under $50,000",1060,191,306,234,17371,1645
78061,"$50,000 under $75,000",430,128,274,267,16677,2020
78061,"$75,000 under $100,000",210,68,128,167,13024,1736
78061,"$100,000 under $200,000",170,150,404,335,17255,3006
78061,"$200,000 or more",80,158,0,842,40739,11262
,,,,,,,
78063,,3930,4865,7488,3171,168562,30347
78063,"$1 under $25,000",1450,369,637,129,3739,346
78063,"$25,000 under $50,000",870,557,776,258,16665,1807
78063,"$50,000 under $75,000",570,822,1443,329,22834,2870
78063,"$75,000 under $100,000",440,918,1579,554,27298,3730
78063,"$100,000 under $200,000",500,1463,2252,1073,51518,8769
78063,"$200,000 or more",100,736,801,828,46508,12825
,,,,,,,
78064,,6170,3201,6206,4165,279369,51839
78064,"$1 under $25,000",2270,158,318,102,5219,478
78064,"$25,000 under $50,000",1450,294,562,267,27634,2867
78064,"$50,000 under $75,000",870,435,908,367,36104,4595
