Zip Code,Size of adjusted gross income,Number of returns,Real estate taxes,Mortgage interest paid,Total Charitable Contributions,Taxable income,Income tax
,,,,,,,
,,-1,-40,-44,-46,-48,-66
78064,"$75,000 under $100,000",630,488,1105,534,40140,5524
78064,"$100,000 under $200,000",730,1130,2339,1188,75400,12949
78064,"$200,000 or more",220,696,974,1707,94872,25426
,,,,,,,
78065,,4340,1082,2452,1092,92371,12760
78065,"$1 under $25,000",2040,54,166,65,4589,410
78065,"$25,000 under $50,000",1240,206,491,188,21108,2013
78065,"$50,000 under $75,000",530,237,581,330,20422,2436
78065,"$75,000 under $100,000",290,213,476,196,18167,2429
78065,"$100,000 under $200,000",220,372,738,313,21512,3670
78065,"$200,000 or more",20,0,0,0,6573,1802
,,,,,,,
78066,,310,424,722,254,16504,2932
78066,"$1 under $25,000",90,0,0,0,318,28
78066,"$25,000 under $50,000",60,100,154,0,1051,111
78066,"$50,000 under $75,000",40,0,0,0,1786,234
78066,"$75,000 under $100,000",50,119,192,86,2914,391
78066,"$100,000 under $200,000",70,205,376,168,10435,2168
78066,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78067,,310,0,0,38,6377,749
78067,"$1 under $25,000",170,0,0,0,275,23
78067,"$25,000 under $50,000",80,0,0,38,1174,97
78067,"$50,000 under $75,000",20,0,0,0,954,110
78067,"$75,000 under $100,000",20,0,0,0,1343,519
78067,"$100,000 under $200,000",20,0,0,0,2631,0
78067,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78069,,2120,497,1070,613,40829,5301
78069,"$1 under $25,000",1060,0,0,0,2181,196
78069,"$25,000 under $50,000",570,146,308,128,9368,874
78069,"$50,000 under $75,000",280,89,255,81,10784,1223
78069,"$75,000 under $100,000",120,109,222,138,7548,979
78069,"$100,000 under $200,000",90,153,285,266,10948,2029
78069,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78070,,7040,14918,28254,11690,466693,90982
78070,"$1 under $25,000",2220,573,1027,185,5232,499
78070,"$25,000 under $50,000",1180,920,1635,469,21415,2220
78070,"$50,000 under $75,000",930,2075,3896,925,35533,4331
78070,"$75,000 under $100,000",760,1679,3479,1178,45268,5860
78070,"$100,000 under $200,000",1370,5570,11150,4085,141668,24208
78070,"$200,000 or more",580,4101,7067,4848,217577,53864
,,,,,,,
78071,,1590,250,608,1874,89318,17831
78071,"$1 under $25,000",610,33,106,0,1580,150
78071,"$25,000 under $50,000",330,0,0,74,6495,692
78071,"$50,000 under $75,000",220,32,182,61,9247,1212
78071,"$75,000 under $100,000",160,54,0,127,10009,1400
78071,"$100,000 under $200,000",210,81,320,438,23089,4001
78071,"$200,000 or more",60,50,0,1174,38898,10376
,,,,,,,
78072,,330,68,0,1421,63852,17810
78072,"$1 under $25,000",90,0,0,0,325,30
78072,"$25,000 under $50,000",80,0,0,0,1652,182
78072,"$50,000 under $75,000",40,0,0,0,1378,170
78072,"$75,000 under $100,000",20,0,0,0,1481,213
78072,"$100,000 under $200,000",50,68,0,0,5391,959
78072,"$200,000 or more",50,0,0,1421,53625,16256
,,,,,,,
78073,,3280,827,1842,720,64011,8700
78073,"$1 under $25,000",1610,43,0,0,3840,347
78073,"$25,000 under $50,000",970,169,554,159,16277,1512
78073,"$50,000 under $75,000",390,214,415,178,15026,1760
78073,"$75,000 under $100,000",180,162,424,139,10842,1396
78073,"$100,000 under $200,000",130,239,449,244,18026,3685
78073,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78076,,4650,1022,2228,1322,99875,15168
78076,"$1 under $25,000",2550,55,105,0,3609,289
78076,"$25,000 under $50,000",1000,117,334,144,15378,1329
78076,"$50,000 under $75,000",530,250,419,208,19045,2084
78076,"$75,000 under $100,000",270,153,475,139,15357,1960
78076,"$100,000 under $200,000",250,320,895,343,25123,4166
78076,"$200,000 or more",50,127,0,488,21363,5340
,,,,,,,
78101,,3850,3815,6585,2788,155136,25391
78101,"$1 under $25,000",1310,188,369,99,3365,309
78101,"$25,000 under $50,000",900,379,697,306,17075,1796
78101,"$50,000 under $75,000",580,599,1100,416,22877,2778
78101,"$75,000 under $100,000",410,701,1405,447,25351,3359
78101,"$100,000 under $200,000",550,1541,2616,1075,56458,9588
78101,"$200,000 or more",100,407,398,445,30010,7561
,,,,,,,
78102,,7830,1946,3381,3308,212044,31378
78102,"$1 under $25,000",3460,79,143,90,8387,752
78102,"$25,000 under $50,000",2270,228,456,547,43141,4292
78102,"$50,000 under $75,000",1010,331,600,530,40804,4802
78102,"$75,000 under $100,000",520,342,626,377,32537,4362
78102,"$100,000 under $200,000",460,594,1115,888,47374,8067
78102,"$200,000 or more",110,372,441,876,39801,9103
,,,,,,,
78108,,14390,22033,44988,16772,600428,86624
78108,"$1 under $25,000",4060,653,1341,379,10818,946
78108,"$25,000 under $50,000",2770,2555,5253,1282,51359,4923
78108,"$50,000 under $75,000",2500,4252,8674,2667,96692,10835
78108,"$75,000 under $100,000",2250,5197,11002,3669,134943,16660
78108,"$100,000 under $200,000",2620,8477,17277,7695,256227,41514
78108,"$200,000 or more",190,899,1441,1080,50389,11746
,,,,,,,
78109,,18520,11440,24994,11458,474243,62154
78109,"$1 under $25,000",7140,770,1889,533,19901,1728
78109,"$25,000 under $50,000",5380,2785,6741,1999,97142,9162
78109,"$50,000 under $75,000",3100,3178,6980,2756,123286,14687
78109,"$75,000 under $100,000",1610,2191,4452,2216,98681,12956
78109,"$100,000 under $200,000",1220,2319,4613,3340,116472,19177
78109,"$200,000 or more",70,197,319,614,18761,4444
,,,,,,,
78112,,3380,806,1761,914,68362,8560
78112,"$1 under $25,000",1620,93,198,48,3858,337
78112,"$25,000 under $50,000",1000,169,458,175,17100,1676
78112,"$50,000 under $75,000",440,176,413,270,16909,2006
78112,"$75,000 under $100,000",190,137,334,196,11603,1555
78112,"$100,000 under $200,000",130,231,358,225,18892,2986
78112,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78113,,1050,504,1038,1179,94383,21589
78113,"$1 under $25,000",280,0,0,0,681,63
78113,"$25,000 under $50,000",210,0,0,0,4393,482
78113,"$50,000 under $75,000",120,127,254,98,5058,673
78113,"$75,000 under $100,000",110,0,0,0,7370,1027
78113,"$100,000 under $200,000",210,190,541,162,22951,4120
78113,"$200,000 or more",120,187,243,919,53930,15224
,,,,,,,
78114,,8680,7249,12706,5442,319744,52849
78114,"$1 under $25,000",3280,322,554,193,8130,737
78114,"$25,000 under $50,000",2090,869,1430,437,38939,4031
78114,"$50,000 under $75,000",1230,979,1929,702,49124,6053
78114,"$75,000 under $100,000",860,1460,2663,865,52109,6874
78114,"$100,000 under $200,000",1040,2893,5194,1915,106344,17943
78114,"$200,000 or more",180,726,936,1330,65098,17211
,,,,,,,
78116,,150,0,0,0,27315,7860
78116,"$1 under $25,000",50,0,0,0,0,0
78116,"$25,000 under $50,000",30,0,0,0,628,63
78116,"$50,000 under $75,000",30,0,0,0,1506,216
78116,"$75,000 under $100,000",0,0,0,0,0,0
78116,"$100,000 under $200,000",20,0,0,0,2783,517
78116,"$200,000 or more",20,0,0,0,22398,7064
,,,,,,,
78117,,310,77,159,342,28523,6646
78117,"$1 under $25,000",80,0,0,0,270,26
78117,"$25,000 under $50,000",60,0,0,0,1234,132
78117,"$50,000 under $75,000",50,0,0,0,1970,241
78117,"$75,000 under $100,000",20,0,0,0,1370,195
78117,"$100,000 under $200,000",60,77,159,342,6722,1209
78117,"$200,000 or more",40,0,0,0,16957,4843
,,,,,,,
78118,,1930,472,690,2431,152409,38020
78118,"$1 under $25,000",760,0,0,0,2058,195
78118,"$25,000 under $50,000",510,53,0,105,9710,1004
78118,"$50,000 under $75,000",250,52,307,136,10375,1368
78118,"$75,000 under $100,000",120,51,0,168,7558,1068
78118,"$100,000 under $200,000",130,66,116,309,15270,2779
78118,"$200,000 or more",160,250,267,1713,107438,31606
,,,,,,,
78119,,2180,524,789,2801,125336,28665
78119,"$1 under $25,000",890,25,133,136,1905,177
78119,"$25,000 under $50,000",560,43,0,0,10916,1119
78119,"$50,000 under $75,000",290,52,128,118,11848,1455
78119,"$75,000 under $100,000",150,77,150,112,9399,1337
78119,"$100,000 under $200,000",200,168,219,444,22647,4026
78119,"$200,000 or more",90,159,159,1991,68621,20551
,,,,,,,
78121,,5600,7702,14511,5256,285964,48675
78121,"$1 under $25,000",1710,236,317,99,4697,428
78121,"$25,000 under $50,000",1110,464,967,326,21371,2260
78121,"$50,000 under $75,000",800,883,1738,580,31987,3882
78121,"$75,000 under $100,000",660,1298,2569,691,40116,5049
78121,"$100,000 under $200,000",1120,3845,7406,2428,115155,19270
78121,"$200,000 or more",200,976,1514,1132,72638,17786
,,,,,,,
78122,,160,0,0,0,3611,502
78122,"$1 under $25,000",70,0,0,0,166,17
78122,"$25,000 under $50,000",50,0,0,0,788,69
78122,"$50,000 under $75,000",40,0,0,0,2657,416
78122,"$75,000 under $100,000",0,0,0,0,0,0
78122,"$100,000 under $200,000",0,0,0,0,0,0
78122,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78123,,1200,1129,1495,715,47718,8435
78123,"$1 under $25,000",480,0,0,0,1501,143
78123,"$25,000 under $50,000",310,140,226,62,5710,597
78123,"$50,000 under $75,000",160,100,189,88,6409,822
78123,"$75,000 under $100,000",100,118,198,59,6301,851
78123,"$100,000 under $200,000",100,311,452,194,10370,1848
78123,"$200,000 or more",50,460,430,312,17427,4174
,,,,,,,
78124,,2630,1573,3350,1552,89651,13885
78124,"$1 under $25,000",1040,105,243,42,3013,279
78124,"$25,000 under $50,000",630,196,444,168,11893,1265
78124,"$50,000 under $75,000",380,252,610,167,15184,1817
78124,"$75,000 under $100,000",280,319,689,266,17055,2261
78124,"$100,000 under $200,000",260,586,1178,572,26039,4327
78124,"$200,000 or more",40,115,186,337,16467,3936
,,,,,,,
78130,,29470,23612,41973,20890,1009386,160127
78130,"$1 under $25,000",11490,1358,1871,794,31599,2828
78130,"$25,000 under $50,000",7550,3338,6734,2100,143721,14823
78130,"$50,000 under $75,000",4300,3927,7794,2871,171992,20796
78130,"$75,000 under $100,000",2810,4266,8657,3512,171296,22217
78130,"$100,000 under $200,000",2740,6975,12286,6267,276129,46237
78130,"$200,000 or more",580,3748,4631,5346,214649,53226
,,,,,,,
78132,,10390,21738,40116,24270,845373,173742
78132,"$1 under $25,000",3170,650,846,276,7836,729
78132,"$25,000 under $50,000",1640,1264,2120,692,30447,3181
78132,"$50,000 under $75,000",1160,1966,3476,1136,44733,5354
78132,"$75,000 under $100,000",1150,2906,5332,2103,68332,8721
78132,"$100,000 under $200,000",2360,9090,18502,7171,249646,42417
78132,"$200,000 or more",910,5862,9840,12892,444379,113340
,,,,,,,
78133,,8020,9434,16723,7245,342261,58836
78133,"$1 under $25,000",3040,525,945,263,7677,727
78133,"$25,000 under $50,000",1780,844,1634,795,32874,3502
78133,"$50,000 under $75,000",1210,2335,3853,839,47616,6075
78133,"$75,000 under $100,000",750,1148,2339,967,45998,6233
78133,"$100,000 under $200,000",960,2776,5593,2404,101518,17394
78133,"$200,000 or more",280,1806,2359,1977,106578,24905
,,,,,,,
78140,,1400,242,496,254,43490,8072
78140,"$1 under $25,000",640,37,0,0,1689,156
78140,"$25,000 under $50,000",410,0,0,0,6533,604
78140,"$50,000 under $75,000",170,105,316,132,6477,751
78140,"$75,000 under $100,000",70,0,0,0,4429,565
78140,"$100,000 under $200,000",80,100,180,122,7695,1263
78140,"$200,000 or more",30,0,0,0,16667,4733
,,,,,,,
78141,,290,24,0,0,17630,3556
78141,"$1 under $25,000",100,0,0,0,303,27
78141,"$25,000 under $50,000",50,24,0,0,1026,106
78141,"$50,000 under $75,000",40,0,0,0,1682,221
78141,"$75,000 under $100,000",40,0,0,0,2595,374
78141,"$100,000 under $200,000",40,0,0,0,4774,860
78141,"$200,000 or more",20,0,0,0,7250,1968
,,,,,,,
78148,,9890,7448,11246,8068,328838,50019
78148,"$1 under $25,000",3660,303,460,175,11399,1027
78148,"$25,000 under $50,000",2620,989,1734,769,50534,5186
78148,"$50,000 under $75,000",1460,1457,2394,1215,59601,7581
78148,"$75,000 under $100,000",970,1321,2232,1365,60378,8162
78148,"$100,000 under $200,000",1050,2718,3798,3465,108607,18507
78148,"$200,000 or more",130,660,628,1079,38319,9556
,,,,,,,
78151,,630,82,130,431,47736,12242
78151,"$1 under $25,000",280,0,0,0,533,50
78151,"$25,000 under $50,000",140,0,0,0,2610,255
78151,"$50,000 under $75,000",70,0,130,0,3150,410
78151,"$75,000 under $100,000",50,0,0,0,2787,366
78151,"$100,000 under $200,000",40,82,0,431,4744,857
78151,"$200,000 or more",50,0,0,0,33912,10304
,,,,,,,
78152,,1130,1200,1853,721,50855,8327
78152,"$1 under $25,000",340,0,0,0,940,93
78152,"$25,000 under $50,000",260,146,264,71,5429,624
78152,"$50,000 under $75,000",180,200,305,134,7530,953
78152,"$75,000 under $100,000",130,249,484,131,8091,1031
78152,"$100,000 under $200,000",200,605,800,385,20182,3383
78152,"$200,000 or more",20,0,0,0,8683,2243
,,,,,,,
78154,,15630,20091,35074,18331,723020,120770
78154,"$1 under $25,000",4800,722,1124,336,14489,1335
78154,"$25,000 under $50,000",3460,2167,4208,1290,66472,6870
78154,"$50,000 under $75,000",2540,3286,6084,2166,102451,12606
78154,"$75,000 under $100,000",1930,3883,7256,3008,118485,15684
78154,"$100,000 under $200,000",2580,8280,14213,7895,261232,43813
78154,"$200,000 or more",320,1753,2189,3636,159891,40462
,,,,,,,
78155,,19710,11323,19968,12104,609091,98913
78155,"$1 under $25,000",8630,651,958,463,22536,2041
78155,"$25,000 under $50,000",5140,1429,3246,1021,94593,9687
78155,"$50,000 under $75,000",2490,1786,3079,1650,99159,11986
78155,"$75,000 under $100,000",1520,1830,3506,1937,93490,12234
78155,"$100,000 under $200,000",1540,3606,6501,3373,158959,27006
78155,"$200,000 or more",390,2021,2678,3660,140354,35959
,,,,,,,
78159,,390,0,0,0,12510,2248
78159,"$1 under $25,000",170,0,0,0,514,48
78159,"$25,000 under $50,000",120,0,0,0,1969,200
78159,"$50,000 under $75,000",40,0,0,0,1615,210
78159,"$75,000 under $100,000",30,0,0,0,1769,232
78159,"$100,000 under $200,000",30,0,0,0,6643,1558
78159,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78160,,1770,769,1474,728,58150,9061
78160,"$1 under $25,000",680,0,0,56,1774,166
78160,"$25,000 under $50,000",420,126,270,0,7535,753
78160,"$50,000 under $75,000",290,164,333,145,11500,1349
78160,"$75,000 under $100,000",160,110,290,143,9691,1233
78160,"$100,000 under $200,000",190,369,581,384,18811,3211
78160,"$200,000 or more",30,0,0,0,8839,2349
,,,,,,,
78161,,400,193,377,166,11409,1720
78161,"$1 under $25,000",160,0,0,0,439,43
78161,"$25,000 under $50,000",110,101,203,44,2048,218
78161,"$50,000 under $75,000",60,0,0,0,2127,250
78161,"$75,000 under $100,000",30,92,174,122,2022,248
78161,"$100,000 under $200,000",40,0,0,0,4773,961
78161,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78163,,4820,9960,17793,8524,313255,59960
78163,"$1 under $25,000",1450,337,437,176,3834,341
78163,"$25,000 under $50,000",780,771,1262,458,14146,1510
78163,"$50,000 under $75,000",600,1244,2015,660,23110,2870
78163,"$75,000 under $100,000",540,1351,2538,839,32923,4337
78163,"$100,000 under $200,000",1090,4028,7849,3387,116009,19916
78163,"$200,000 or more",360,2229,3692,3004,123233,30986
,,,,,,,
78164,,1790,487,988,3980,195965,51135
78164,"$1 under $25,000",650,0,0,0,1467,139
78164,"$25,000 under $50,000",360,44,0,127,6987,721
78164,"$50,000 under $75,000",250,203,449,79,10275,1324
78164,"$75,000 under $100,000",150,27,157,115,9836,1412
78164,"$100,000 under $200,000",210,104,382,291,23945,4407
78164,"$200,000 or more",170,109,0,3368,143455,43132
,,,,,,,
78201,,19470,4856,7129,4589,312960,44965
78201,"$1 under $25,000",11270,393,665,249,27114,2396
78201,"$25,000 under $50,000",5330,979,1760,827,93288,9457
78201,"$50,000 under $75,000",1660,1113,1692,935,67991,8861
78201,"$75,000 under $100,000",660,787,1204,681,41380,5817
78201,"$100,000 under $200,000",470,1082,1405,892,47479,8353
78201,"$200,000 or more",80,502,403,1005,35708,10081
,,,,,,,
78202,,4850,779,1025,747,48212,7196
78202,"$1 under $25,000",3500,0,0,0,5769,504
78202,"$25,000 under $50,000",1010,138,245,164,15706,1488
78202,"$50,000 under $75,000",190,148,219,255,7541,955
78202,"$75,000 under $100,000",60,0,0,0,3795,606
78202,"$100,000 under $200,000",60,239,561,328,6437,1200
78202,"$200,000 or more",30,254,0,0,8964,2443
,,,,,,,
78203,,2500,252,436,447,22895,2532
78203,"$1 under $25,000",1710,0,0,0,3368,294
78203,"$25,000 under $50,000",590,138,226,169,9242,847
78203,"$50,000 under $75,000",140,49,80,146,5283,614
78203,"$75,000 under $100,000",40,65,130,132,2633,381
78203,"$100,000 under $200,000",20,0,0,0,2369,396
78203,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78204,,5020,2159,2510,1968,136248,27518
78204,"$1 under $25,000",2710,56,0,61,6717,579
78204,"$25,000 under $50,000",1480,204,376,169,26512,2689
78204,"$50,000 under $75,000",440,191,337,201,17996,2421
78204,"$75,000 under $100,000",160,152,239,142,10926,1745
78204,"$100,000 under $200,000",150,658,714,429,16145,2969
78204,"$200,000 or more",80,898,844,966,57952,17115
,,,,,,,
78205,,740,2411,1286,9005,140749,31977
78205,"$1 under $25,000",340,0,0,62,1395,135
78205,"$25,000 under $50,000",150,0,0,0,3249,375
78205,"$50,000 under $75,000",50,279,309,128,2383,346
78205,"$75,000 under $100,000",50,0,0,0,3057,474
78205,"$100,000 under $200,000",50,223,208,311,5758,1036
78205,"$200,000 or more",100,1909,769,8504,124907,29611
,,,,,,,
78207,,18660,1286,1797,1628,176596,21691
78207,"$1 under $25,000",12680,101,197,142,24865,2118
78207,"$25,000 under $50,000",4690,529,655,660,74824,7144
78207,"$50,000 under $75,000",890,214,281,304,34308,4207
78207,"$75,000 under $100,000",230,92,153,147,15128,2316
78207,"$100,000 under $200,000",140,350,511,375,14286,2631
78207,"$200,000 or more",30,0,0,0,13185,3275
,,,,,,,
78208,,1600,188,234,250,17883,2308
78208,"$1 under $25,000",1070,0,0,0,2628,235
78208,"$25,000 under $50,000",380,72,0,83,6391,633
78208,"$50,000 under $75,000",90,0,0,0,3487,420
78208,"$75,000 under $100,000",30,116,234,167,1788,236
78208,"$100,000 under $200,000",30,0,0,0,3589,784
78208,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78209,,18980,67053,58817,77102,2728751,644003
78209,"$1 under $25,000",6030,1537,1225,615,17860,1619
78209,"$25,000 under $50,000",3680,2872,2680,1476,77262,8595
78209,"$50,000 under $75,000",2280,4011,4150,2372,95992,13333
78209,"$75,000 under $100,000",1500,4466,4638,2540,94479,14182
78209,"$100,000 under $200,000",2920,16140,17012,9746,312337,55619
78209,"$200,000 or more",2570,38027,29112,60353,2130821,550655
,,,,,,,
78210,,15620,3060,4917,2745,245210,33715
78210,"$1 under $25,000",8960,181,381,152,20873,1803
78210,"$25,000 under $50,000",4480,685,1309,553,79376,8037
78210,"$50,000 under $75,000",1320,616,1041,611,53604,6938
78210,"$75,000 under $100,000",460,391,568,434,28902,4161
78210,"$100,000 under $200,000",320,691,934,534,33169,5858
78210,"$200,000 or more",80,496,684,461,29286,6918
,,,,,,,
78211,,13010,1012,1733,1080,136162,14978
78211,"$1 under $25,000",8050,187,230,137,17847,1486
78211,"$25,000 under $50,000",3750,401,687,400,59246,5362
78211,"$50,000 under $75,000",890,262,498,340,33723,3953
78211,"$75,000 under $100,000",220,97,190,126,13693,1839
78211,"$100,000 under $200,000",100,65,128,77,11653,2338
78211,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78212,,12590,22013,18985,28740,884703,204165
78212,"$1 under $25,000",5990,670,627,211,17598,1613
78212,"$25,000 under $50,000",3330,1366,1577,739,67194,7424
78212,"$50,000 under $75,000",1220,1562,2063,801,51049,7047
78212,"$75,000 under $100,000",600,1339,1521,889,38293,5885
78212,"$100,000 under $200,000",730,4140,4034,2110,78121,14234
78212,"$200,000 or more",720,12936,9163,23990,632448,167962
,,,,,,,
78213,,19490,10502,13372,9449,511150,84596
78213,"$1 under $25,000",9600,729,929,397,26800,2337
78213,"$25,000 under $50,000",5690,1835,3169,1071,105694,10966
78213,"$50,000 under $75,000",2110,1684,2526,1491,85523,10974
78213,"$75,000 under $100,000",910,1387,1807,1130,57688,8259
78213,"$100,000 under $200,000",860,2619,3226,2160,90406,15574
78213,"$200,000 or more",320,2248,1715,3200,145039,36486
,,,,,,,
78214,,9780,861,1780,1061,117635,14024
78214,"$1 under $25,000",5850,137,358,67,12568,1094
78214,"$25,000 under $50,000",2840,258,607,371,46639,4440
78214,"$50,000 under $75,000",740,226,397,219,29197,3506
78214,"$75,000 under $100,000",230,131,221,232,14246,1920
78214,"$100,000 under $200,000",120,109,197,172,14985,3064
78214,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
78215,,1130,912,1364,902,60431,12603
78215,"$1 under $25,000",380,83,186,47,1363,119
78215,"$25,000 under $50,000",310,0,0,0,7551,885
