Zip Code,Size of adjusted gross income,Number of returns,Real Estates,Mortgage,Charity,Taxable income,Income tax,date
75010.0,"$100,000 under $200,000",2580,11463,12989,8431,274564,48051,2016-02-01
75010.0,"$200,000 or more",1000,8130,8980,10868,322783,83677,2016-02-01
75013.0,"$1 under $25,000",4060,1297,870,425,9105,833,2016-02-01
75013.0,"$25,000 under $50,000",2300,2276,1898,1062,46912,5119,2016-02-01
75013.0,"$50,000 under $75,000",1730,3544,3023,1962,70171,9222,2016-02-01
75013.0,"$75,000 under $100,000",1500,5431,5180,2635,90697,12579,2016-02-01
75013.0,"$100,000 under $200,000",4730,32362,30327,14470,522545,90499,2016-02-01
75013.0,"$200,000 or more",3780,39755,34862,28385,1282129,333635,2016-02-01
75019.0,"$1 under $25,000",4630,1423,929,389,11066,973,2016-02-01
75019.0,"$25,000 under $50,000",2960,2442,1895,1665,59992,6546,2016-02-01
75019.0,"$50,000 under $75,000",2260,4208,3462,2748,93242,12474,2016-02-01
75019.0,"$75,000 under $100,000",1780,5660,4522,3177,110261,15607,2016-02-01
75019.0,"$100,000 under $200,000",4840,28907,23771,15102,533986,93017,2016-02-01
75019.0,"$200,000 or more",3490,38631,28176,38130,1411602,375465,2016-02-01
75020.0,"$1 under $25,000",4000,218,235,205,9754,896,2016-02-01
75020.0,"$25,000 under $50,000",2680,567,627,755,46951,4829,2016-02-01
75020.0,"$50,000 under $75,000",1270,672,854,1008,50740,6388,2016-02-01
75020.0,"$75,000 under $100,000",750,825,861,1026,45420,5954,2016-02-01
75020.0,"$100,000 under $200,000",810,1895,2031,2329,80999,13260,2016-02-01
75020.0,"$200,000 or more",200,1325,1248,2568,70572,17804,2016-02-01
75021.0,"$1 under $25,000",1530,124,130,66,3762,358,2016-02-01
75021.0,"$25,000 under $50,000",1010,220,348,271,17538,1783,2016-02-01
75021.0,"$50,000 under $75,000",540,253,361,410,20974,2517,2016-02-01
75021.0,"$75,000 under $100,000",310,336,380,353,19075,2520,2016-02-01
75021.0,"$100,000 under $200,000",320,614,711,854,31798,5190,2016-02-01
75021.0,"$200,000 or more",70,413,249,677,20745,5641,2016-02-01
75022.0,"$1 under $25,000",2630,685,536,151,6032,559,2016-02-01
75022.0,"$25,000 under $50,000",980,1484,1034,698,18130,2001,2016-02-01
75022.0,"$50,000 under $75,000",810,2386,2067,1198,30966,3946,2016-02-01
75022.0,"$75,000 under $100,000",680,2875,2599,1657,39806,5419,2016-02-01
75022.0,"$100,000 under $200,000",2900,19457,20188,11270,322129,55475,2016-02-01
75022.0,"$200,000 or more",2730,30577,27807,32169,1141349,313651,2016-02-01
75023.0,"$1 under $25,000",6550,1203,1256,655,17238,1536,2016-02-01
75023.0,"$25,000 under $50,000",4790,2671,3155,2202,91543,9803,2016-02-01
75023.0,"$50,000 under $75,000",3280,3863,4522,3135,134393,17888,2016-02-01
75023.0,"$75,000 under $100,000",2430,4456,5237,3695,152276,21727,2016-02-01
75023.0,"$100,000 under $200,000",4240,12531,14335,11675,460428,79782,2016-02-01
75023.0,"$200,000 or more",1130,5593,5030,8930,342839,83578,2016-02-01
75024.0,"$1 under $25,000",4100,1054,996,301,10810,954,2016-02-01
75024.0,"$25,000 under $50,000",3090,1811,1617,1159,67938,7782,2016-02-01
75024.0,"$50,000 under $75,000",2830,2912,2674,2127,123407,17210,2016-02-01
75024.0,"$75,000 under $100,000",2240,3672,3723,2209,142095,20811,2016-02-01
75024.0,"$100,000 under $200,000",4540,18731,18202,10630,502177,88449,2016-02-01
75024.0,"$200,000 or more",2870,25120,22092,29322,1237287,333349,2016-02-01
75025.0,"$1 under $25,000",6170,1469,1292,638,14632,1340,2016-02-01
75025.0,"$25,000 under $50,000",3550,2728,2490,1814,69349,7412,2016-02-01
75025.0,"$50,000 under $75,000",2660,4496,4378,2613,109349,14211,2016-02-01
75025.0,"$75,000 under $100,000",2220,5748,5576,3222,137957,19244,2016-02-01
75025.0,"$100,000 under $200,000",5960,25947,24565,16106,660704,114377,2016-02-01
75025.0,"$200,000 or more",3000,19727,16195,27833,923691,229247,2016-02-01
75028.0,"$1 under $25,000",5160,1194,1271,516,12580,1189,2016-02-01
75028.0,"$25,000 under $50,000",2740,2623,2668,1675,54265,5904,2016-02-01
75028.0,"$50,000 under $75,000",2210,4234,4752,2582,88961,11356,2016-02-01
75028.0,"$75,000 under $100,000",2160,6253,7234,3981,132158,18227,2016-02-01
75028.0,"$100,000 under $200,000",5780,27917,31535,19254,628978,107825,2016-02-01
75028.0,"$200,000 or more",2560,20970,21054,22646,788777,201056,2016-02-01
75032.0,"$1 under $25,000",4050,1044,913,509,9416,869,2016-02-01
75032.0,"$25,000 under $50,000",2300,1910,1997,1470,41328,4401,2016-02-01
75032.0,"$50,000 under $75,000",1690,3277,3783,2113,65351,8117,2016-02-01
75032.0,"$75,000 under $100,000",1270,3616,4338,2645,75136,10213,2016-02-01
75032.0,"$100,000 under $200,000",2950,14641,17793,10760,311690,52987,2016-02-01
75032.0,"$200,000 or more",1910,19414,20524,26001,830169,230453,2016-02-01
75034.0,"$1 under $25,000",6780,2544,2436,946,17685,1609,2016-02-01
75034.0,"$25,000 under $50,000",4920,4125,4068,2721,97440,10621,2016-02-01
75034.0,"$50,000 under $75,000",3630,6305,6330,3883,150336,20367,2016-02-01
75034.0,"$75,000 under $100,000",2880,8909,9549,5319,177276,25953,2016-02-01
75034.0,"$100,000 under $200,000",7100,41369,46203,22901,763300,132920,2016-02-01
75034.0,"$200,000 or more",5520,66275,62564,77643,2849951,795107,2016-02-01
75035.0,"$1 under $25,000",6350,1883,1813,751,15718,1456,2016-02-01
75035.0,"$25,000 under $50,000",3480,3663,4183,1907,66672,7079,2016-02-01
75035.0,"$50,000 under $75,000",3030,6670,7672,3768,117922,14692,2016-02-01
75035.0,"$75,000 under $100,000",2830,9802,11539,5230,170092,23461,2016-02-01
75035.0,"$100,000 under $200,000",8690,47087,55639,22799,935371,159788,2016-02-01
75035.0,"$200,000 or more",3970,32768,37621,25689,1111565,272026,2016-02-01
75038.0,"$1 under $25,000",5610,334,376,524,15605,1267,2016-02-01
75038.0,"$25,000 under $50,000",4360,501,608,1913,80197,8193,2016-02-01
75038.0,"$50,000 under $75,000",2090,922,1100,1722,86447,11595,2016-02-01
75038.0,"$75,000 under $100,000",1190,1076,1169,1171,75376,11053,2016-02-01
75038.0,"$100,000 under $200,000",1210,3051,3208,2793,127345,22500,2016-02-01
75038.0,"$200,000 or more",640,8586,5506,9769,465550,134477,2016-02-01
75039.0,"$1 under $25,000",1700,173,188,161,6210,535,2016-02-01
75039.0,"$25,000 under $50,000",2190,445,590,838,53387,6410,2016-02-01
75039.0,"$50,000 under $75,000",2270,895,1067,1511,103005,15383,2016-02-01
75039.0,"$75,000 under $100,000",1520,1341,1487,1238,102007,16544,2016-02-01
75039.0,"$100,000 under $200,000",2140,6632,7043,3993,234586,43424,2016-02-01
75039.0,"$200,000 or more",1090,10966,9214,8545,468797,124411,2016-02-01
75040.0,"$1 under $25,000",12060,1126,1598,906,27749,2455,2016-02-01
75040.0,"$25,000 under $50,000",8520,2685,3827,3287,142392,13997,2016-02-01
75040.0,"$50,000 under $75,000",3820,3160,4330,3462,145889,17618,2016-02-01
75040.0,"$75,000 under $100,000",2020,2646,3276,3455,123067,16854,2016-02-01
75040.0,"$100,000 under $200,000",2080,4449,4810,6172,210253,35218,2016-02-01
75040.0,"$200,000 or more",220,829,737,1434,55548,12962,2016-02-01
75041.0,"$1 under $25,000",6180,321,481,345,13836,1207,2016-02-01
75041.0,"$25,000 under $50,000",4360,928,1457,1322,67060,6262,2016-02-01
75041.0,"$50,000 under $75,000",1580,1016,1395,1364,58813,6984,2016-02-01
75041.0,"$75,000 under $100,000",680,751,987,1115,41239,5543,2016-02-01
75041.0,"$100,000 under $200,000",580,1021,1157,1704,57702,9612,2016-02-01
75041.0,"$200,000 or more",80,296,246,882,23919,6254,2016-02-01
75042.0,"$1 under $25,000",8400,388,688,407,19436,1690,2016-02-01
75042.0,"$25,000 under $50,000",5450,1284,1843,1570,83217,8094,2016-02-01
75042.0,"$50,000 under $75,000",1940,1017,1364,1653,70934,8257,2016-02-01
75042.0,"$75,000 under $100,000",750,570,768,833,45122,6125,2016-02-01
75042.0,"$100,000 under $200,000",580,806,782,1256,58313,9719,2016-02-01
75042.0,"$200,000 or more",60,299,182,257,26116,4503,2016-02-01
75043.0,"$1 under $25,000",11110,1067,1529,1114,27331,2368,2016-02-01
75043.0,"$25,000 under $50,000",8170,2797,3862,3914,143047,14182,2016-02-01
75043.0,"$50,000 under $75,000",4000,3714,4950,4938,154506,19182,2016-02-01
75043.0,"$75,000 under $100,000",2200,3516,4424,4260,132723,17971,2016-02-01
75043.0,"$100,000 under $200,000",2510,6942,7543,9531,252932,42249,2016-02-01
75043.0,"$200,000 or more",410,2098,1771,4073,116664,28722,2016-02-01
75044.0,"$1 under $25,000",7050,1057,1171,571,17329,1560,2016-02-01
75044.0,"$25,000 under $50,000",5300,2520,2703,2131,98132,10428,2016-02-01
75044.0,"$50,000 under $75,000",2890,3404,3770,2779,116337,15132,2016-02-01
75044.0,"$75,000 under $100,000",1790,3444,3602,2870,112032,15934,2016-02-01
75044.0,"$100,000 under $200,000",2590,9895,8870,9152,276817,47868,2016-02-01
75044.0,"$200,000 or more",980,7217,5602,11889,315716,81034,2016-02-01
75048.0,"$1 under $25,000",3060,761,740,360,7896,730,2016-02-01
75048.0,"$25,000 under $50,000",2140,2154,2357,1227,38781,4029,2016-02-01
75048.0,"$50,000 under $75,000",1600,3345,3728,1936,62659,7880,2016-02-01
75048.0,"$75,000 under $100,000",1330,4190,4667,2498,79362,10438,2016-02-01
75048.0,"$100,000 under $200,000",2710,13561,14791,9437,283960,47802,2016-02-01
75048.0,"$200,000 or more",650,4606,4689,5417,172109,41594,2016-02-01
75050.0,"$1 under $25,000",7730,304,368,867,18084,1535,2016-02-01
75050.0,"$25,000 under $50,000",6370,990,1383,4224,106997,10418,2016-02-01
75050.0,"$50,000 under $75,000",2570,1362,1696,3122,99028,12548,2016-02-01
75050.0,"$75,000 under $100,000",1120,1176,1411,2008,69110,9786,2016-02-01
75050.0,"$100,000 under $200,000",1120,2522,2692,4172,115851,19900,2016-02-01
75050.0,"$200,000 or more",200,962,565,2470,72332,19407,2016-02-01
75051.0,"$1 under $25,000",8020,269,446,986,16898,1433,2016-02-01
75051.0,"$25,000 under $50,000",5570,1160,1765,3642,85952,7809,2016-02-01
75051.0,"$50,000 under $75,000",2000,1170,1872,2629,70232,7896,2016-02-01
75051.0,"$75,000 under $100,000",740,735,1132,1153,43950,5754,2016-02-01
75051.0,"$100,000 under $200,000",450,601,945,1378,43658,7158,2016-02-01
75051.0,"$200,000 or more",40,375,0,199,15584,4554,2016-02-01
75052.0,"$1 under $25,000",15120,2033,2539,1915,37657,3218,2016-02-01
75052.0,"$25,000 under $50,000",11650,6015,8099,9759,201361,19513,2016-02-01
75052.0,"$50,000 under $75,000",6560,8971,11140,11182,245723,29529,2016-02-01
75052.0,"$75,000 under $100,000",4060,8730,10125,9498,241996,32658,2016-02-01
75052.0,"$100,000 under $200,000",4810,14806,16661,19809,480324,79573,2016-02-01
75052.0,"$200,000 or more",580,2910,2877,4711,151325,36763,2016-02-01
75054.0,"$1 under $25,000",1290,472,710,159,3052,275,2016-02-01
75054.0,"$25,000 under $50,000",800,1106,1269,913,14246,1422,2016-02-01
75054.0,"$50,000 under $75,000",740,2205,2422,1808,27680,3440,2016-02-01
75054.0,"$75,000 under $100,000",740,3303,3866,2355,42359,5795,2016-02-01
75054.0,"$100,000 under $200,000",1920,11735,13693,8859,196519,33305,2016-02-01
75054.0,"$200,000 or more",480,3763,4084,4513,127852,32012,2016-02-01
75056.0,"$1 under $25,000",7940,1734,1564,770,22679,2024,2016-02-01
75056.0,"$25,000 under $50,000",6850,3425,4081,2884,140237,15517,2016-02-01
75056.0,"$50,000 under $75,000",4530,5436,6704,3842,187967,25418,2016-02-01
75056.0,"$75,000 under $100,000",2940,6447,7213,4487,184607,26871,2016-02-01
75056.0,"$100,000 under $200,000",5350,25901,27362,15777,572565,99929,2016-02-01
75056.0,"$200,000 or more",2470,24962,24222,21655,881891,234685,2016-02-01
75057.0,"$1 under $25,000",2700,102,171,177,7153,601,2016-02-01
75057.0,"$25,000 under $50,000",2350,283,378,780,42760,4527,2016-02-01
75057.0,"$50,000 under $75,000",1030,355,495,718,41489,5423,2016-02-01
75057.0,"$75,000 under $100,000",440,327,410,545,28259,4309,2016-02-01
75057.0,"$100,000 under $200,000",350,505,600,839,36536,6377,2016-02-01
75057.0,"$200,000 or more",70,404,366,796,30574,8189,2016-02-01
75058.0,"$1 under $25,000",450,0,0,0,1139,103,2016-02-01
75058.0,"$25,000 under $50,000",280,228,207,130,4265,404,2016-02-01
75058.0,"$50,000 under $75,000",160,325,350,199,5790,666,2016-02-01
75058.0,"$75,000 under $100,000",130,432,560,190,7746,955,2016-02-01
75058.0,"$100,000 under $200,000",320,1568,1955,1047,32091,5088,2016-02-01
75058.0,"$200,000 or more",110,825,944,2079,34606,8379,2016-02-01
75060.0,"$1 under $25,000",8890,491,677,666,21213,1828,2016-02-01
75060.0,"$25,000 under $50,000",6810,1408,2079,2302,108651,10387,2016-02-01
75060.0,"$50,000 under $75,000",2930,1736,2505,2926,108752,12793,2016-02-01
75060.0,"$75,000 under $100,000",1280,1418,1728,1925,76794,10190,2016-02-01
75060.0,"$100,000 under $200,000",1140,2212,2437,3573,114175,19029,2016-02-01
75060.0,"$200,000 or more",130,351,354,1087,37441,9332,2016-02-01
75061.0,"$1 under $25,000",10660,402,537,709,25487,2170,2016-02-01
75061.0,"$25,000 under $50,000",7730,1140,1537,3340,121956,11480,2016-02-01
75061.0,"$50,000 under $75,000",2760,1642,2230,2782,102604,12281,2016-02-01
75061.0,"$75,000 under $100,000",1120,1133,1437,1946,67296,9212,2016-02-01
75061.0,"$100,000 under $200,000",1130,2056,2345,3870,117338,19950,2016-02-01
75061.0,"$200,000 or more",190,768,587,1952,64370,15929,2016-02-01
75062.0,"$1 under $25,000",9510,610,736,783,24610,2093,2016-02-01
75062.0,"$25,000 under $50,000",6960,1790,2304,2937,120069,12072,2016-02-01
75062.0,"$50,000 under $75,000",2840,1512,2068,2592,110486,14012,2016-02-01
75062.0,"$75,000 under $100,000",1410,1542,1818,2409,87000,12193,2016-02-01
75062.0,"$100,000 under $200,000",1510,4019,3983,4580,158280,27274,2016-02-01
75062.0,"$200,000 or more",470,4215,2740,7338,201297,58442,2016-02-01
75063.0,"$1 under $25,000",3730,932,752,363,9770,822,2016-02-01
75063.0,"$25,000 under $50,000",3370,1536,1490,1489,71817,8076,2016-02-01
75063.0,"$50,000 under $75,000",3060,2590,2569,2069,131416,18023,2016-02-01
75063.0,"$75,000 under $100,000",2340,3385,3385,2050,149659,21774,2016-02-01
75063.0,"$100,000 under $200,000",4340,17560,17390,9797,475240,83387,2016-02-01
75063.0,"$200,000 or more",1930,15080,12876,13207,653522,169588,2016-02-01
75065.0,"$1 under $25,000",1750,417,372,142,5028,446,2016-02-01
75065.0,"$25,000 under $50,000",1300,822,963,540,24630,2614,2016-02-01
75065.0,"$50,000 under $75,000",880,1285,1641,1052,34119,4183,2016-02-01
75065.0,"$75,000 under $100,000",640,1526,1733,1042,39422,5520,2016-02-01
75065.0,"$100,000 under $200,000",940,3644,4294,2771,97212,16436,2016-02-01
75065.0,"$200,000 or more",230,1429,1709,1615,67589,16624,2016-02-01
75067.0,"$1 under $25,000",11420,964,1380,929,33415,2955,2016-02-01
75067.0,"$25,000 under $50,000",10150,2526,3625,4075,190560,19873,2016-02-01
75067.0,"$50,000 under $75,000",4990,4010,5688,4612,200419,25718,2016-02-01
75067.0,"$75,000 under $100,000",2620,4042,5204,4300,163910,23606,2016-02-01
75067.0,"$100,000 under $200,000",3250,8343,11023,9054,341815,59486,2016-02-01
75067.0,"$200,000 or more",480,2349,2597,3243,126507,29693,2016-02-01
75068.0,"$1 under $25,000",6330,1506,2026,677,15908,1426,2016-02-01
75068.0,"$25,000 under $50,000",4590,4569,5701,2661,80373,7942,2016-02-01
75068.0,"$50,000 under $75,000",3740,8069,10025,4728,142403,17061,2016-02-01
75068.0,"$75,000 under $100,000",3080,9214,12020,5184,180470,23525,2016-02-01
75068.0,"$100,000 under $200,000",5230,22889,29412,13195,525568,86383,2016-02-01
75068.0,"$200,000 or more",880,6363,7241,6273,250055,62197,2016-02-01
75069.0,"$1 under $25,000",6190,1114,1063,583,14973,1351,2016-02-01
75069.0,"$25,000 under $50,000",4340,1910,1914,1603,73452,7484,2016-02-01
75069.0,"$50,000 under $75,000",1960,2770,2633,1986,76003,9587,2016-02-01
75069.0,"$75,000 under $100,000",1120,3081,2879,1949,67967,9476,2016-02-01
75069.0,"$100,000 under $200,000",2040,10371,9810,7603,216868,37147,2016-02-01
75069.0,"$200,000 or more",1180,14928,13833,16870,552548,159012,2016-02-01
75070.0,"$1 under $25,000",10650,3168,2989,1368,26281,2369,2016-02-01
75070.0,"$25,000 under $50,000",7010,7012,7337,4411,135616,14384,2016-02-01
75070.0,"$50,000 under $75,000",5610,11831,12689,7122,219951,27513,2016-02-01
75070.0,"$75,000 under $100,000",4900,16211,17834,9239,293954,40138,2016-02-01
75070.0,"$100,000 under $200,000",11560,59689,66686,36125,1221084,206822,2016-02-01
75070.0,"$200,000 or more",4370,40987,37992,41581,1539952,403722,2016-02-01
75071.0,"$1 under $25,000",5880,1414,1434,593,14528,1326,2016-02-01
75071.0,"$25,000 under $50,000",3820,3422,3568,2205,69204,7070,2016-02-01
75071.0,"$50,000 under $75,000",2790,5622,6575,3620,107871,13078,2016-02-01
75071.0,"$75,000 under $100,000",2530,7586,9454,4524,150327,19866,2016-02-01
75071.0,"$100,000 under $200,000",5600,28988,34889,17884,582965,97700,2016-02-01
75071.0,"$200,000 or more",1940,17337,18415,19661,624484,158266,2016-02-01
75074.0,"$1 under $25,000",8160,876,1160,608,19711,1715,2016-02-01
75074.0,"$25,000 under $50,000",5930,1951,2382,1784,102042,10315,2016-02-01
75074.0,"$50,000 under $75,000",3110,2821,3462,2675,123864,15922,2016-02-01
75074.0,"$75,000 under $100,000",1940,3347,4208,2544,120570,17258,2016-02-01
75074.0,"$100,000 under $200,000",2910,9151,11133,8224,310861,53674,2016-02-01
75074.0,"$200,000 or more",770,4517,4489,7579,296080,71989,2016-02-01
75075.0,"$1 under $25,000",5030,1094,1083,695,13009,1152,2016-02-01
75075.0,"$25,000 under $50,000",3610,1818,1843,1711,70622,7630,2016-02-01
75075.0,"$50,000 under $75,000",2330,2872,3343,2315,96068,12697,2016-02-01
75075.0,"$75,000 under $100,000",1820,3396,3967,2903,114913,16723,2016-02-01
75075.0,"$100,000 under $200,000",3450,10174,11625,9468,374478,64992,2016-02-01
75075.0,"$200,000 or more",960,5115,4845,7078,281542,68596,2016-02-01
75076.0,"$1 under $25,000",1210,224,163,134,2797,271,2016-02-01
75076.0,"$25,000 under $50,000",850,339,390,375,15471,1659,2016-02-01
75076.0,"$50,000 under $75,000",530,490,543,567,20871,2600,2016-02-01
75076.0,"$75,000 under $100,000",360,503,671,561,21251,2818,2016-02-01
75076.0,"$100,000 under $200,000",500,1272,1661,1204,52588,8911,2016-02-01
75076.0,"$200,000 or more",160,955,1009,1647,60119,15835,2016-02-01
75077.0,"$1 under $25,000",4730,975,987,561,12848,1172,2016-02-01
75077.0,"$25,000 under $50,000",2880,2441,2554,1719,56983,6083,2016-02-01
75077.0,"$50,000 under $75,000",2150,3910,4532,2749,85699,10953,2016-02-01
75077.0,"$75,000 under $100,000",1830,4749,5417,3531,111641,15346,2016-02-01
75077.0,"$100,000 under $200,000",4170,19788,21826,14146,446986,75843,2016-02-01
75077.0,"$200,000 or more",1870,15953,15485,22805,708226,188651,2016-02-01
75078.0,"$1 under $25,000",2110,763,690,257,4732,443,2016-02-01
75078.0,"$25,000 under $50,000",1030,1340,1358,623,18733,1944,2016-02-01
75078.0,"$50,000 under $75,000",780,2181,2425,1297,29249,3552,2016-02-01
75078.0,"$75,000 under $100,000",860,3582,4154,1766,49001,6353,2016-02-01
75078.0,"$100,000 under $200,000",2950,21315,24962,10205,314030,52802,2016-02-01
75078.0,"$200,000 or more",2430,27306,31397,23136,787697,207954,2016-02-01
75080.0,"$1 under $25,000",6120,1066,979,607,15374,1343,2016-02-01
75080.0,"$25,000 under $50,000",4260,2023,1918,1706,81623,8705,2016-02-01
75080.0,"$50,000 under $75,000",2940,3608,3677,2977,123653,16578,2016-02-01
75080.0,"$75,000 under $100,000",2060,3857,4043,3528,130658,19114,2016-02-01
75080.0,"$100,000 under $200,000",3620,12295,12655,10744,392804,68199,2016-02-01
75080.0,"$200,000 or more",1440,10465,9499,16399,466453,118075,2016-02-01
75081.0,"$1 under $25,000",5810,903,890,523,14173,1283,2016-02-01
75081.0,"$25,000 under $50,000",4230,1846,2045,1927,79231,8478,2016-02-01
75081.0,"$50,000 under $75,000",2790,2521,2937,2754,116376,15538,2016-02-01
75081.0,"$75,000 under $100,000",1840,2830,3293,2914,116200,16916,2016-02-01
75081.0,"$100,000 under $200,000",2590,5956,6054,7754,273736,47195,2016-02-01
75081.0,"$200,000 or more",490,2214,1705,4100,147281,37178,2016-02-01
75082.0,"$1 under $25,000",2670,766,530,325,6608,593,2016-02-01
75082.0,"$25,000 under $50,000",1660,1269,1114,740,34714,3886,2016-02-01
75082.0,"$50,000 under $75,000",1380,2158,2004,1497,58356,7998,2016-02-01
75082.0,"$75,000 under $100,000",1100,2686,2123,1651,70449,10233,2016-02-01
75082.0,"$100,000 under $200,000",2590,11665,9657,8828,284508,49568,2016-02-01
75082.0,"$200,000 or more",1440,11160,8161,20614,501025,126547,2016-02-01
75087.0,"$1 under $25,000",4010,1025,1080,620,10115,933,2016-02-01
75087.0,"$25,000 under $50,000",2470,2277,2798,1877,46179,4825,2016-02-01
75087.0,"$50,000 under $75,000",2010,3803,4777,2698,78807,9811,2016-02-01
75087.0,"$75,000 under $100,000",1950,5533,6746,4055,116483,15244,2016-02-01
75087.0,"$100,000 under $200,000",4350,18799,23708,16228,454690,75790,2016-02-01
75087.0,"$200,000 or more",1320,8889,10058,14763,452407,120906,2016-02-01
75088.0,"$1 under $25,000",3490,643,745,389,8668,786,2016-02-01
75088.0,"$25,000 under $50,000",2600,1764,2076,1492,49159,5200,2016-02-01
75088.0,"$50,000 under $75,000",1750,2555,3066,2151,68783,8607,2016-02-01
75088.0,"$75,000 under $100,000",1310,2455,2974,2387,80189,11008,2016-02-01
75088.0,"$100,000 under $200,000",2190,7359,7446,7679,230437,39136,2016-02-01
75088.0,"$200,000 or more",520,3095,2445,7682,172323,43552,2016-02-01
75089.0,"$1 under $25,000",4510,943,965,529,11035,990,2016-02-01
75089.0,"$25,000 under $50,000",2890,2173,2612,1545,53740,5543,2016-02-01
75089.0,"$50,000 under $75,000",2110,4151,4874,3017,81901,10068,2016-02-01
75089.0,"$75,000 under $100,000",1710,4154,5054,3322,102766,13777,2016-02-01
75089.0,"$100,000 under $200,000",3010,11684,12823,10260,311824,51923,2016-02-01
75089.0,"$200,000 or more",580,3488,3437,4009,148045,34846,2016-02-01
75090.0,"$1 under $25,000",4460,184,273,217,10214,909,2016-02-01
75090.0,"$25,000 under $50,000",2890,461,446,612,46457,4471,2016-02-01
75090.0,"$50,000 under $75,000",1090,461,649,714,41245,4835,2016-02-01
75090.0,"$75,000 under $100,000",550,526,727,716,32805,4263,2016-02-01
75090.0,"$100,000 under $200,000",530,1004,1417,1390,54385,9080,2016-02-01
75090.0,"$200,000 or more",110,562,506,841,31488,7593,2016-02-01
75092.0,"$1 under $25,000",3910,413,433,390,10507,961,2016-02-01
75092.0,"$25,000 under $50,000",2980,866,969,1106,54478,5701,2016-02-01
75092.0,"$50,000 under $75,000",1610,1228,1475,1673,64021,7883,2016-02-01
75092.0,"$75,000 under $100,000",1000,1258,1426,1730,61001,8148,2016-02-01
75092.0,"$100,000 under $200,000",1170,2863,3551,4083,119638,19627,2016-02-01
75092.0,"$200,000 or more",370,2389,2126,5906,136444,36628,2016-02-01
75093.0,"$1 under $25,000",5430,2192,1489,687,13739,1287,2016-02-01
75093.0,"$25,000 under $50,000",3640,2954,2366,1757,76650,8559,2016-02-01
