Zip Code,Size of adjusted gross income,Number of returns,Real Estates,Mortgage,Charity,Taxable income,Income tax,Year
75019,"$25,000 under $50,000",2830,2838,3271,1372,58786,6336,2012
75019,"$50,000 under $75,000",2110,4413,5228,2442,85828,11315,2012
75019,"$75,000 under $100,000",1770,5743,6617,3442,109668,15562,2012
75019,"$100,000 under $200,000",4480,25009,28680,15167,488752,86302,2012
75019,"$200,000 or more",2850,28843,28358,43386,1164103,307550,2012
,,,,,,,,2012
75020,,9350,5153,7158,6827,267695,42836,2012
75020,"$1 under $25,000",4290,363,421,283,10832,984,2012
75020,"$25,000 under $50,000",2450,644,939,711,43854,4474,2012
75020,"$50,000 under $75,000",1140,831,1242,1005,45357,5642,2012
75020,"$75,000 under $100,000",690,760,1477,1006,42177,5597,2012
75020,"$100,000 under $200,000",630,1594,2157,2166,63594,10658,2012
75020,"$200,000 or more",150,961,922,1656,61881,15481,2012
,,,,,,,,2012
75021,,3760,1924,2950,2540,106285,16319,2012
75021,"$1 under $25,000",1640,131,209,92,3983,367,2012
75021,"$25,000 under $50,000",1030,259,406,364,18136,1852,2012
75021,"$50,000 under $75,000",500,309,608,481,20305,2519,2012
75021,"$75,000 under $100,000",290,288,609,407,17885,2433,2012
75021,"$100,000 under $200,000",250,506,812,801,24513,4096,2012
75021,"$200,000 or more",50,431,306,395,21463,5052,2012
,,,,,,,,2012
75022,,9490,46198,59690,41163,1273042,287077,2012
75022,"$1 under $25,000",2370,662,623,176,5578,545,2012
75022,"$25,000 under $50,000",850,1310,1703,591,16103,1742,2012
75022,"$50,000 under $75,000",650,2046,2607,1030,24214,2944,2012
75022,"$75,000 under $100,000",760,3163,4381,1843,44087,5663,2012
75022,"$100,000 under $200,000",2900,17688,25256,11062,315708,54676,2012
75022,"$200,000 or more",1960,21329,25120,26461,867352,221507,2012
,,,,,,,,2012
75023,,22750,26699,42899,29591,1108941,194865,2012
75023,"$1 under $25,000",7120,1262,1861,599,19433,1680,2012
75023,"$25,000 under $50,000",5020,2645,4875,2019,99803,10504,2012
75023,"$50,000 under $75,000",3360,4177,7345,3187,138720,18267,2012
75023,"$75,000 under $100,000",2450,4094,7302,3706,154745,21903,2012
75023,"$100,000 under $200,000",3880,10357,16774,11369,414972,73108,2012
75023,"$200,000 or more",920,4164,4742,8711,281268,69403,2012
,,,,,,,,2012
75024,,18310,42604,59212,40604,1811261,388115,2012
75024,"$1 under $25,000",4010,934,1199,382,12000,1046,2012
75024,"$25,000 under $50,000",3340,1833,2747,1104,76915,8883,2012
75024,"$50,000 under $75,000",2610,2702,4895,1705,114836,16396,2012
75024,"$75,000 under $100,000",2020,3807,5448,2565,128334,18830,2012
75024,"$100,000 under $200,000",4090,15691,23192,9825,455523,82162,2012
75024,"$200,000 or more",2240,17637,21731,25023,1023653,260798,2012
,,,,,,,,2012
75025,,23530,51596,71287,42985,1748129,342146,2012
75025,"$1 under $25,000",6250,1376,1839,531,16082,1426,2012
75025,"$25,000 under $50,000",3560,2828,4402,1912,72225,7629,2012
75025,"$50,000 under $75,000",2710,4338,6796,2616,111416,14494,2012
75025,"$75,000 under $100,000",2510,6232,9645,3908,156039,21505,2012
75025,"$100,000 under $200,000",6100,23095,32490,16790,675548,119411,2012
75025,"$200,000 or more",2400,13727,16115,17228,716819,177681,2012
,,,,,,,,2012
75028,,19540,53499,80420,43159,1512079,295118,2012
75028,"$1 under $25,000",5160,1076,1631,558,13261,1182,2012
75028,"$25,000 under $50,000",2580,2797,4322,1651,50826,5422,2012
75028,"$50,000 under $75,000",2180,4448,7281,2837,86354,10686,2012
75028,"$75,000 under $100,000",2340,7049,11034,5052,141735,18872,2012
75028,"$100,000 under $200,000",5420,24206,37060,18643,576757,99870,2012
75028,"$200,000 or more",1860,13923,19092,14418,643146,159086,2012
,,,,,,,,2012
75032,,12740,35348,52460,32464,1040313,225143,2012
75032,"$1 under $25,000",3880,938,1334,411,9064,827,2012
75032,"$25,000 under $50,000",2190,2104,3397,1317,38866,3921,2012
75032,"$50,000 under $75,000",1630,3497,5648,2474,62228,7499,2012
75032,"$75,000 under $100,000",1280,3629,6039,2541,76433,10079,2012
75032,"$100,000 under $200,000",2380,11433,17574,8711,248022,42577,2012
75032,"$200,000 or more",1380,13747,18468,17010,605700,160240,2012
,,,,,,,,2012
75034,,22420,82734,114224,71331,2916263,652671,2012
75034,"$1 under $25,000",5330,1698,2178,612,14020,1192,2012
75034,"$25,000 under $50,000",3830,3420,4913,2067,75312,8086,2012
75034,"$50,000 under $75,000",2730,5361,7803,3339,110054,14421,2012
75034,"$75,000 under $100,000",2140,6403,9570,3779,129923,18473,2012
75034,"$100,000 under $200,000",5030,26123,40707,16469,538909,95108,2012
75034,"$200,000 or more",3360,39729,49053,45065,2048045,515391,2012
,,,,,,,,2012
75035,,23020,56053,98252,41036,1567570,283767,2012
75035,"$1 under $25,000",5230,1549,2369,505,12939,1136,2012
75035,"$25,000 under $50,000",3260,3668,6149,1956,64230,6683,2012
75035,"$50,000 under $75,000",3040,6169,11167,3682,120745,15070,2012
75035,"$75,000 under $100,000",3100,8683,15655,5497,188069,25097,2012
75035,"$100,000 under $200,000",6740,26276,46997,18869,715620,124114,2012
75035,"$200,000 or more",1650,9708,15915,10527,465967,111667,2012
,,,,,,,,2012
75038,,14450,12843,14336,14260,959203,223341,2012
75038,"$1 under $25,000",5800,342,548,387,16798,1289,2012
75038,"$25,000 under $50,000",4210,710,1286,1423,81889,8459,2012
75038,"$50,000 under $75,000",1870,864,1394,1137,79940,10920,2012
75038,"$75,000 under $100,000",1060,1017,1598,1128,67975,10149,2012
75038,"$100,000 under $200,000",1000,2575,3361,1906,106602,19224,2012
75038,"$200,000 or more",510,7335,6149,8279,605999,173300,2012
,,,,,,,,2012
75039,,7890,12071,17600,9429,716434,147173,2012
75039,"$1 under $25,000",1410,145,167,113,5388,452,2012
75039,"$25,000 under $50,000",1800,376,730,509,45144,5423,2012
75039,"$50,000 under $75,000",1500,666,1151,861,69282,10619,2012
75039,"$75,000 under $100,000",1040,908,1592,903,70413,11698,2012
75039,"$100,000 under $200,000",1430,3868,6241,2496,161348,30776,2012
75039,"$200,000 or more",710,6108,7719,4547,364859,88205,2012
,,,,,,,,2012
75040,,27200,13520,25582,16904,616196,84926,2012
75040,"$1 under $25,000",12380,1106,2174,791,29063,2480,2012
75040,"$25,000 under $50,000",7660,2824,6009,2561,126171,11902,2012
75040,"$50,000 under $75,000",3410,2970,5856,3474,131462,15802,2012
75040,"$75,000 under $100,000",1840,2498,4916,3080,113175,15178,2012
75040,"$100,000 under $200,000",1760,3619,5978,6000,178587,30454,2012
75040,"$200,000 or more",150,503,649,998,37738,9110,2012
,,,,,,,,2012
75041,,12750,4038,7325,6411,236501,32669,2012
75041,"$1 under $25,000",6360,329,689,322,12918,1067,2012
75041,"$25,000 under $50,000",3870,887,1838,1227,58750,5318,2012
75041,"$50,000 under $75,000",1410,947,1774,1356,54137,6573,2012
75041,"$75,000 under $100,000",570,682,1352,1036,34873,4754,2012
75041,"$100,000 under $200,000",480,910,1404,1748,48466,8228,2012
75041,"$200,000 or more",60,283,268,722,27357,6729,2012
,,,,,,,,2012
75042,,16200,4045,7631,5158,268100,35517,2012
75042,"$1 under $25,000",8540,491,970,377,17861,1465,2012
75042,"$25,000 under $50,000",4880,1271,2620,1310,74378,6705,2012
75042,"$50,000 under $75,000",1600,907,1966,1185,61196,7312,2012
75042,"$75,000 under $100,000",670,503,894,857,42174,5838,2012
75042,"$100,000 under $200,000",450,630,1181,1197,45594,7845,2012
75042,"$200,000 or more",60,243,0,232,26897,6352,2012
,,,,,,,,2012
75043,,27130,18119,31672,24933,753839,112652,2012
75043,"$1 under $25,000",11120,1104,2207,943,27754,2327,2012
75043,"$25,000 under $50,000",7840,3159,6315,3470,139795,13706,2012
75043,"$50,000 under $75,000",3650,3751,7045,4619,142086,17529,2012
75043,"$75,000 under $100,000",2080,3223,5453,4528,127168,17197,2012
75043,"$100,000 under $200,000",2110,5310,8766,7935,213048,36289,2012
75043,"$200,000 or more",330,1572,1886,3438,103988,25604,2012
,,,,,,,,2012
75044,,20000,24635,34144,26984,879500,160735,2012
75044,"$1 under $25,000",7290,1155,1776,671,19326,1665,2012
75044,"$25,000 under $50,000",5030,2656,4462,1985,96450,10001,2012
75044,"$50,000 under $75,000",2770,3503,5538,2782,112937,14701,2012
75044,"$75,000 under $100,000",1640,3032,4336,2805,103108,14620,2012
75044,"$100,000 under $200,000",2460,8720,11637,8823,263885,46731,2012
75044,"$200,000 or more",810,5569,6395,9918,283794,73017,2012
,,,,,,,,2012
75048,,9790,19963,32091,16325,501276,83692,2012
75048,"$1 under $25,000",2700,631,925,202,7202,625,2012
75048,"$25,000 under $50,000",1850,1838,3046,997,34817,3590,2012
75048,"$50,000 under $75,000",1480,3043,5014,1840,57908,6902,2012
75048,"$75,000 under $100,000",1280,3725,6095,2763,77320,10271,2012
75048,"$100,000 under $200,000",2120,8498,13891,7270,218037,36971,2012
75048,"$200,000 or more",360,2228,3120,3253,105992,25333,2012
,,,,,,,,2012
75050,,18200,7377,11525,12928,435503,67174,2012
75050,"$1 under $25,000",8210,464,738,587,19345,1490,2012
75050,"$25,000 under $50,000",5690,1172,2236,2334,98111,9511,2012
75050,"$50,000 under $75,000",2200,1418,2454,2498,87711,11290,2012
75050,"$75,000 under $100,000",1000,1203,1958,1998,63409,9221,2012
75050,"$100,000 under $200,000",930,2217,3240,3159,97096,17192,2012
75050,"$200,000 or more",170,903,899,2352,69831,18470,2012
,,,,,,,,2012
75051,,15740,4099,7904,6272,232210,28168,2012
75051,"$1 under $25,000",8270,370,803,542,17650,1412,2012
75051,"$25,000 under $50,000",4940,1145,2379,1830,77571,6853,2012
75051,"$50,000 under $75,000",1610,1206,2570,1836,59354,6689,2012
75051,"$75,000 under $100,000",580,558,1205,935,34830,4589,2012
75051,"$100,000 under $200,000",310,820,947,1129,30317,5198,2012
75051,"$200,000 or more",30,0,0,0,12488,3427,2012
,,,,,,,,2012
75052,,39880,39831,72187,46335,1225866,179945,2012
75052,"$1 under $25,000",14720,2022,3845,1480,36448,2922,2012
75052,"$25,000 under $50,000",10710,6953,13080,7340,187958,17639,2012
75052,"$50,000 under $75,000",6020,8595,15784,8926,232710,27895,2012
75052,"$75,000 under $100,000",3750,7528,13572,8409,225816,30210,2012
75052,"$100,000 under $200,000",4270,12892,23279,17202,424587,71746,2012
75052,"$200,000 or more",410,1841,2627,2978,118347,29533,2012
,,,,,,,,2012
75054,,4360,14008,22906,10903,274242,48058,2012
75054,"$1 under $25,000",920,332,494,157,2377,207,2012
75054,"$25,000 under $50,000",660,926,1653,789,12094,1192,2012
75054,"$50,000 under $75,000",650,1793,3004,1233,24723,3075,2012
75054,"$75,000 under $100,000",590,2352,3701,1581,34224,4510,2012
75054,"$100,000 under $200,000",1290,6889,11304,5087,132383,22774,2012
75054,"$200,000 or more",250,1716,2750,2056,68441,16300,2012
,,,,,,,,2012
75056,,24920,48489,71374,36093,1367823,259124,2012
75056,"$1 under $25,000",7340,1276,1912,524,21404,1869,2012
75056,"$25,000 under $50,000",5990,3254,5874,2300,119346,12718,2012
75056,"$50,000 under $75,000",3530,4774,8327,3166,143614,18751,2012
75056,"$75,000 under $100,000",2490,5994,9456,4096,153715,21449,2012
75056,"$100,000 under $200,000",4040,18032,26282,12762,427026,74714,2012
75056,"$200,000 or more",1530,15159,19523,13245,502718,129623,2012
,,,,,,,,2012
75057,,6180,1638,3072,2631,135309,19878,2012
75057,"$1 under $25,000",2810,107,234,111,6875,579,2012
75057,"$25,000 under $50,000",1990,274,541,409,35666,3743,2012
75057,"$50,000 under $75,000",730,350,677,611,30188,4038,2012
75057,"$75,000 under $100,000",330,259,529,419,20930,3114,2012
75057,"$100,000 under $200,000",280,479,828,685,29026,5206,2012
75057,"$200,000 or more",40,169,263,396,12624,3198,2012
,,,,,,,,2012
75058,,1250,2127,3546,1934,60004,10469,2012
75058,"$1 under $25,000",440,88,0,0,1198,110,2012
75058,"$25,000 under $50,000",240,140,400,184,3811,363,2012
75058,"$50,000 under $75,000",160,259,446,151,5983,682,2012
75058,"$75,000 under $100,000",130,309,568,283,7644,932,2012
75058,"$100,000 under $200,000",220,942,1656,750,21059,3398,2012
75058,"$200,000 or more",60,389,476,566,20309,4984,2012
,,,,,,,,2012
75060,,20260,8240,14908,10334,405654,53885,2012
75060,"$1 under $25,000",9470,618,1246,509,21156,1687,2012
75060,"$25,000 under $50,000",6110,1828,3670,2040,97400,8787,2012
75060,"$50,000 under $75,000",2470,1807,3507,2327,94166,11153,2012
75060,"$75,000 under $100,000",1170,1617,2991,1769,71302,9641,2012
75060,"$100,000 under $200,000",940,2006,3039,3027,92278,15533,2012
75060,"$200,000 or more",100,364,455,662,29352,7084,2012
,,,,,,,,2012
75061,,23130,7459,12261,11476,435076,62002,2012
75061,"$1 under $25,000",11780,468,831,568,26607,2058,2012
75061,"$25,000 under $50,000",7100,1475,2877,1921,110945,10067,2012
75061,"$50,000 under $75,000",2250,1612,3223,1968,86102,10410,2012
75061,"$75,000 under $100,000",910,1133,1981,1827,55392,7685,2012
75061,"$100,000 under $200,000",950,1931,2866,3343,97689,17008,2012
75061,"$200,000 or more",140,840,483,1849,58341,14774,2012
,,,,,,,,2012
75062,,21800,12077,17516,15988,659585,118325,2012
75062,"$1 under $25,000",10060,740,1328,642,25120,1956,2012
75062,"$25,000 under $50,000",6450,1719,3255,2122,112546,10824,2012
75062,"$50,000 under $75,000",2500,1756,3202,2070,99971,12625,2012
75062,"$75,000 under $100,000",1180,1435,2373,1818,74478,10496,2012
75062,"$100,000 under $200,000",1230,3383,4672,4400,128962,22844,2012
75062,"$200,000 or more",380,3044,2686,4936,218508,59580,2012
,,,,,,,,2012
75063,,17710,33069,42123,25569,1300655,269564,2012
75063,"$1 under $25,000",4040,726,942,283,12676,1057,2012
75063,"$25,000 under $50,000",3980,1499,2004,1294,88414,9895,2012
75063,"$50,000 under $75,000",2780,2681,4180,2055,121005,17001,2012
75063,"$75,000 under $100,000",2120,4333,6146,2611,135301,19917,2012
75063,"$100,000 under $200,000",3440,13666,17755,7757,376345,68215,2012
75063,"$200,000 or more",1350,10164,11096,11569,566914,153479,2012
,,,,,,,,2012
75065,,5080,6785,11306,5225,205677,33875,2012
75065,"$1 under $25,000",1710,333,483,125,4789,426,2012
75065,"$25,000 under $50,000",1160,826,1249,469,21542,2206,2012
75065,"$50,000 under $75,000",810,1244,2127,716,32053,3990,2012
75065,"$75,000 under $100,000",540,1118,2014,783,33027,4409,2012
75065,"$100,000 under $200,000",730,2451,4157,2129,75648,13040,2012
75065,"$200,000 or more",130,813,1276,1003,38618,9804,2012
,,,,,,,,2012
75067,,30910,18870,35701,21755,916056,139475,2012
75067,"$1 under $25,000",11780,906,1678,797,34772,2921,2012
75067,"$25,000 under $50,000",9490,2653,5606,3372,182612,19091,2012
75067,"$50,000 under $75,000",4330,3789,7728,3742,179035,23541,2012
75067,"$75,000 under $100,000",2360,3556,6884,3728,149799,21471,2012
75067,"$100,000 under $200,000",2630,6539,11791,7420,272655,47730,2012
75067,"$200,000 or more",320,1427,2014,2696,97183,24721,2012
,,,,,,,,2012
75068,,18150,30750,56686,20368,774634,119405,2012
75068,"$1 under $25,000",5020,1151,2018,486,12700,1091,2012
75068,"$25,000 under $50,000",4020,3739,6869,2143,72911,7022,2012
75068,"$50,000 under $75,000",3370,6254,12297,3496,128239,14690,2012
75068,"$75,000 under $100,000",2440,6146,11552,3953,145725,18784,2012
75068,"$100,000 under $200,000",2920,10641,20074,7297,289360,48067,2012
75068,"$200,000 or more",380,2819,3876,2993,125699,29751,2012
,,,,,,,,2012
75069,,15940,25327,34719,31396,832673,167213,2012
75069,"$1 under $25,000",6770,985,1243,729,15933,1399,2012
75069,"$25,000 under $50,000",3820,1837,2671,1232,64312,6429,2012
75069,"$50,000 under $75,000",1670,2631,3947,1782,65273,8289,2012
75069,"$75,000 under $100,000",1050,2554,3688,2123,64565,9082,2012
75069,"$100,000 under $200,000",1710,7689,10717,6947,177813,30888,2012
75069,"$200,000 or more",920,9631,12453,18583,444777,111126,2012
,,,,,,,,2012
75070,,36980,96203,150314,79372,2754949,533163,2012
75070,"$1 under $25,000",8990,2919,4055,1165,23414,2113,2012
75070,"$25,000 under $50,000",6090,6290,10176,3707,119593,12320,2012
75070,"$50,000 under $75,000",5050,10158,17698,6258,198347,24321,2012
75070,"$75,000 under $100,000",4870,13820,23600,9110,292883,38712,2012
75070,"$100,000 under $200,000",9060,38487,62466,28894,938383,160237,2012
75070,"$200,000 or more",2920,24529,32319,30238,1182329,295460,2012
,,,,,,,,2012
75071,,17420,35785,61604,30187,991413,179599,2012
75071,"$1 under $25,000",4800,897,1382,516,12484,1081,2012
75071,"$25,000 under $50,000",3400,2943,5233,1913,62393,6187,2012
75071,"$50,000 under $75,000",2480,4076,7574,3158,96728,11522,2012
75071,"$75,000 under $100,000",2280,5903,10640,4148,135591,17437,2012
75071,"$100,000 under $200,000",3510,14277,25110,10395,362146,61562,2012
75071,"$200,000 or more",950,7689,11665,10057,322071,81810,2012
,,,,,,,,2012
75074,,20780,15780,28293,17058,735406,143641,2012
75074,"$1 under $25,000",8710,820,1582,465,19874,1705,2012
75074,"$25,000 under $50,000",5300,1865,3986,1623,90755,9123,2012
75074,"$50,000 under $75,000",2550,2473,4825,2211,101611,12924,2012
75074,"$75,000 under $100,000",1550,2411,4380,2407,96970,13605,2012
75074,"$100,000 under $200,000",2220,5812,10304,6008,237328,41626,2012
75074,"$200,000 or more",450,2399,3216,4344,188868,64658,2012
,,,,,,,,2012
75075,,16700,19430,30879,23569,823506,143393,2012
75075,"$1 under $25,000",5470,950,1353,567,14036,1215,2012
75075,"$25,000 under $50,000",3500,1976,3223,1602,66440,7052,2012
75075,"$50,000 under $75,000",2210,2747,4714,2305,91821,12168,2012
75075,"$75,000 under $100,000",1780,3260,5605,3131,112342,15954,2012
75075,"$100,000 under $200,000",3060,7756,12519,8868,330219,58198,2012
75075,"$200,000 or more",680,2741,3465,7096,208648,48806,2012
,,,,,,,,2012
75076,,3460,3401,5272,3321,145441,25225,2012
75076,"$1 under $25,000",1300,236,368,128,3244,306,2012
75076,"$25,000 under $50,000",830,367,513,298,14978,1570,2012
75076,"$50,000 under $75,000",490,495,870,426,19247,2419,2012
75076,"$75,000 under $100,000",330,477,712,433,20374,2752,2012
75076,"$100,000 under $200,000",410,1106,1868,1063,41893,7283,2012
75076,"$200,000 or more",100,720,941,973,45705,10895,2012
,,,,,,,,2012
75077,,17090,42320,61743,39056,1228833,243222,2012
75077,"$1 under $25,000",4920,1173,1485,555,13169,1151,2012
75077,"$25,000 under $50,000",2800,2936,4542,1847,54900,5838,2012
75077,"$50,000 under $75,000",2060,4011,6327,2677,82469,10530,2012
75077,"$75,000 under $100,000",1880,5034,8101,3621,114640,15385,2012
75077,"$100,000 under $200,000",3960,17066,26340,13694,416452,71504,2012
75077,"$200,000 or more",1470,12100,14948,16662,547203,138814,2012
,,,,,,,,2012
75078,,6100,26586,40686,19563,599567,127608,2012
75078,"$1 under $25,000",1400,459,446,169,3447,300,2012
75078,"$25,000 under $50,000",760,883,1296,503,14100,1433,2012
75078,"$50,000 under $75,000",540,1407,2013,848,20415,2495,2012
75078,"$75,000 under $100,000",560,2205,3477,1249,31336,3942,2012
75078,"$100,000 under $200,000",1790,10883,17609,7001,186294,31532,2012
75078,"$200,000 or more",1050,10749,15845,9793,343975,87906,2012
,,,,,,,,2012
75080,,19880,28135,36735,34445,1031295,186475,2012
75080,"$1 under $25,000",6520,1141,1368,621,15902,1351,2012
75080,"$25,000 under $50,000",4470,2886,3873,2171,86582,9131,2012
75080,"$50,000 under $75,000",2900,3971,5940,2940,121074,16185,2012
75080,"$75,000 under $100,000",2000,3871,5371,3315,127803,18564,2012
75080,"$100,000 under $200,000",3030,10002,13330,9510,323411,56588,2012
75080,"$200,000 or more",960,6264,6853,15888,356523,84656,2012
,,,,,,,,2012
75081,,17280,15192,21765,18248,673422,112131,2012
75081,"$1 under $25,000",6240,933,1277,653,15995,1353,2012
75081,"$25,000 under $50,000",4180,2029,3122,1835,82697,8745,2012
75081,"$50,000 under $75,000",2590,2873,4510,2643,108032,14421,2012
75081,"$75,000 under $100,000",1700,2584,3992,2655,108208,15604,2012
75081,"$100,000 under $200,000",2170,5071,7095,6739,228122,40130,2012
75081,"$200,000 or more",400,1702,1769,3723,130368,31878,2012
,,,,,,,,2012
75082,,9800,25854,29722,25172,838427,171599,2012
75082,"$1 under $25,000",2380,775,806,327,6321,563,2012
75082,"$25,000 under $50,000",1490,1485,1755,902,30411,3338,2012
75082,"$50,000 under $75,000",1140,1979,2557,1130,47319,6353,2012
75082,"$75,000 under $100,000",1090,2876,3817,2138,67403,9492,2012
75082,"$100,000 under $200,000",2530,11013,12807,8535,280374,49636,2012
75082,"$200,000 or more",1170,7726,7980,12140,406599,102217,2012
,,,,,,,,2012
75087,,14170,31144,49131,30412,870532,155747,2012
75087,"$1 under $25,000",3790,1059,1624,528,9342,838,2012
75087,"$25,000 under $50,000",2420,2506,3747,1767,46776,4886,2012
75087,"$50,000 under $75,000",1950,3918,6368,2774,76797,9333,2012
75087,"$75,000 under $100,000",1840,5224,8421,3979,110277,14228,2012
75087,"$100,000 under $200,000",3360,13360,22234,11853,348386,59105,2012
75087,"$200,000 or more",810,5077,6737,9511,278954,67357,2012
,,,,,,,,2012
75088,,11750,16038,24402,17281,557222,97286,2012
75088,"$1 under $25,000",3800,660,1018,330,10059,877,2012
75088,"$25,000 under $50,000",2450,1609,2685,1175,46500,4706,2012
75088,"$50,000 under $75,000",1770,2558,4288,2191,69681,8571,2012
75088,"$75,000 under $100,000",1360,2667,4435,2620,82756,11044,2012
75088,"$100,000 under $200,000",1970,6072,9035,7017,203271,35074,2012
75088,"$200,000 or more",400,2472,2941,3948,144955,37014,2012
,,,,,,,,2012
75089,,13500,21364,38694,19710,583564,92036,2012
75089,"$1 under $25,000",4240,910,1813,409,10517,915,2012
75089,"$25,000 under $50,000",2590,2590,4651,1499,46938,4590,2012
75089,"$50,000 under $75,000",2070,3791,7342,2763,79631,9603,2012
75089,"$75,000 under $100,000",1700,3907,7137,3279,101750,13189,2012
75089,"$100,000 under $200,000",2570,8532,15073,8920,261396,43960,2012
75089,"$200,000 or more",330,1634,2678,2840,83332,19779,2012
,,,,,,,,2012
75090,,9250,3040,5404,4422,196689,30616,2012
75090,"$1 under $25,000",4730,280,318,298,10351,915,2012
75090,"$25,000 under $50,000",2540,461,894,678,39106,3627,2012
75090,"$50,000 under $75,000",980,420,965,588,37383,4316,2012
75090,"$75,000 under $100,000",490,496,945,704,30013,3977,2012
75090,"$100,000 under $200,000",430,892,1622,1335,43160,7255,2012
75090,"$200,000 or more",80,491,660,819,36676,10526,2012
,,,,,,,,2012
75092,,10150,7797,11280,12912,381657,65690,2012
75092,"$1 under $25,000",4030,416,578,372,10961,983,2012
75092,"$25,000 under $50,000",2630,982,1687,1095,49031,5108,2012
75092,"$50,000 under $75,000",1420,1096,1805,1540,56321,6889,2012
75092,"$75,000 under $100,000",840,1093,1743,1668,51791,6937,2012
75092,"$100,000 under $200,000",940,2260,3275,3749,97381,16589,2012
75092,"$200,000 or more",290,1950,2192,4488,116172,29184,2012
,,,,,,,,2012
75093,,23390,90103,96805,90070,3372604,804632,2012
75093,"$1 under $25,000",6000,2061,2247,613,16012,1417,2012
75093,"$25,000 under $50,000",3960,3506,4115,1834,84198,9312,2012
